Dataset,TrainingTime,TestingTime,TrainingAccuracy,TestingAccuracy,TrainSize,TestSize,TSLen,MinLen,MaxLen
InsectWingbeatSound,22.13,0.169,100,47.9293,220,1980,256,0.9,1
InsectWingbeatSound,11.05,0.216,100,47.3232,220,1980,256,0.9,1
InsectWingbeatSound,20.58,0.267,100,50.2525,220,1980,256,0.9,1
InsectWingbeatSound,100.93,0.337,100,53.4343,220,1980,256,0.9,1
InsectWingbeatSound,24.68,0.215,100,47.1717,220,1980,256,0.9,1
InsectWingbeatSound,27.69,0.178,100,51.5657,220,1980,256,0.9,1
InsectWingbeatSound,22.59,0.344,100,50.9091,220,1980,256,0.9,1
InsectWingbeatSound,24.04,0.169,100,50.9091,220,1980,256,0.9,1
InsectWingbeatSound,16.1,0.244,100,51.1616,220,1980,256,0.9,1
InsectWingbeatSound,28.67,0.34,100,50.1515,220,1980,256,0.9,1
InsectWingbeatSound,18.96,0.207,100,48.8889,220,1980,256,0.9,1
InsectWingbeatSound,21.8,0.211,100,49.5455,220,1980,256,0.9,1
InsectWingbeatSound,21.95,0.24,100,50.303,220,1980,256,0.9,1
InsectWingbeatSound,27.96,0.244,100,48.2323,220,1980,256,0.9,1
InsectWingbeatSound,28.11,0.219,100,52.6768,220,1980,256,0.9,1
InsectWingbeatSound,15.86,0.203,100,53.4343,220,1980,256,0.9,1
InsectWingbeatSound,15.72,0.349,100,50.3535,220,1980,256,0.9,1
InsectWingbeatSound,17.64,0.295,100,49.2929,220,1980,256,0.9,1
InsectWingbeatSound,22.77,0.283,100,46.8687,220,1980,256,0.9,1
InsectWingbeatSound,71.73,0.287,100,46.9697,220,1980,256,0.9,1
InsectWingbeatSound,13.46,0.2,100,49.1414,220,1980,256,0.9,1
InsectWingbeatSound,16.49,0.231,100,51.5657,220,1980,256,0.9,1
InsectWingbeatSound,17.02,0.18,100,51.4141,220,1980,256,0.9,1
InsectWingbeatSound,18.28,0.236,100,53.9394,220,1980,256,0.9,1
InsectWingbeatSound,19.25,0.252,100,52.1717,220,1980,256,0.9,1
InsectWingbeatSound,19.96,0.27,100,52.1717,220,1980,256,0.9,1
InsectWingbeatSound,14.47,0.229,100,50.1515,220,1980,256,0.9,1
InsectWingbeatSound,34,0.222,100,49.0404,220,1980,256,0.9,1
InsectWingbeatSound,23.85,0.248,100,47.6768,220,1980,256,0.9,1
InsectWingbeatSound,20.72,0.209,100,50.4545,220,1980,256,0.9,1
InsectWingbeatSound,21.66,0.222,100,49.5455,220,1980,256,0.9,1
InsectWingbeatSound,25.08,0.263,100,51.3131,220,1980,256,0.9,1
InsectWingbeatSound,33.28,0.205,100,49.4949,220,1980,256,0.9,1
InsectWingbeatSound,14.4,0.207,100,50.9091,220,1980,256,0.9,1
InsectWingbeatSound,14.46,0.2,100,51.7172,220,1980,256,0.9,1
InsectWingbeatSound,14.9,0.238,100,48.6869,220,1980,256,0.9,1
InsectWingbeatSound,23.36,0.375,100,52.0707,220,1980,256,0.9,1
InsectWingbeatSound,17.94,0.262,100,52.1717,220,1980,256,0.9,1
InsectWingbeatSound,17.9,0.23,100,49.3939,220,1980,256,0.9,1
InsectWingbeatSound,24.14,0.239,100,50.7071,220,1980,256,0.9,1
InsectWingbeatSound,46.84,0.374,100,51.6162,220,1980,256,0.9,1
InsectWingbeatSound,16.86,0.365,100,48.5859,220,1980,256,0.9,1
InsectWingbeatSound,18.85,0.367,100,50.7071,220,1980,256,0.9,1
InsectWingbeatSound,37.25,0.276,100,48.5354,220,1980,256,0.9,1
InsectWingbeatSound,56.74,0.362,100,52.8283,220,1980,256,0.9,1
InsectWingbeatSound,13.46,0.139,100,50.4545,220,1980,256,0.9,1
InsectWingbeatSound,135.31,0.206,100,52.9798,220,1980,256,0.9,1
InsectWingbeatSound,32.77,0.22,100,52.0707,220,1980,256,0.9,1
InsectWingbeatSound,15.23,0.211,100,52.0707,220,1980,256,0.9,1
InsectWingbeatSound,15.58,0.216,100,50.202,220,1980,256,0.9,1
InsectWingbeatSound,35.75,0.26,100,47.7778,220,1980,256,0.9,1
InsectWingbeatSound,20.39,0.238,100,50.2525,220,1980,256,0.9,1
InsectWingbeatSound,23.36,0.234,100,49.697,220,1980,256,0.9,1
InsectWingbeatSound,23.71,0.237,100,49.4949,220,1980,256,0.9,1
InsectWingbeatSound,24.89,0.217,100,50.0505,220,1980,256,0.9,1
InsectWingbeatSound,25.31,0.207,100,47.7273,220,1980,256,0.9,1
InsectWingbeatSound,48.65,0.258,100,47.5253,220,1980,256,0.9,1
ItalyPowerDemand,0.8,0.012,100,91.7396,67,1029,24,0.3,0.6
ItalyPowerDemand,0.91,0.021,100,89.7959,67,1029,24,0.3,0.6
ItalyPowerDemand,0.95,0.024,100,91.448,67,1029,24,0.3,0.6
ItalyPowerDemand,1.27,0.021,100,91.0593,67,1029,24,0.3,0.6
ItalyPowerDemand,0.89,0.021,100,86.103,67,1029,24,0.3,0.6
ItalyPowerDemand,0.93,0.02,100,95.0437,67,1029,24,0.3,0.6
ItalyPowerDemand,0.85,0.01,100,92.0311,67,1029,24,0.3,0.6
ItalyPowerDemand,1.24,0.02,100,91.6424,67,1029,24,0.3,0.6
ItalyPowerDemand,1.29,0.034,100,91.3508,67,1029,24,0.3,0.6
ItalyPowerDemand,1.08,0.024,100,82.7017,67,1029,24,0.3,0.6
ItalyPowerDemand,1.16,0.018,100,92.2255,67,1029,24,0.3,0.6
ItalyPowerDemand,1.27,0.022,100,76.0933,67,1029,24,0.3,0.6
ItalyPowerDemand,1.09,0.022,100,91.2536,67,1029,24,0.3,0.6
ItalyPowerDemand,1.11,0.027,100,93.0029,67,1029,24,0.3,0.6
ItalyPowerDemand,0.69,0.012,100,92.517,67,1029,24,0.3,0.6
ItalyPowerDemand,1.01,0.017,100,90.4762,67,1029,24,0.3,0.6
ItalyPowerDemand,1.2,0.022,100,92.4198,67,1029,24,0.3,0.6
ItalyPowerDemand,1.26,0.014,100,91.2536,67,1029,24,0.3,0.6
ItalyPowerDemand,0.73,0.013,100,93.1973,67,1029,24,0.3,0.6
ItalyPowerDemand,0.8,0.017,100,94.4606,67,1029,24,0.3,0.6
ItalyPowerDemand,0.83,0.011,100,89.5044,67,1029,24,0.3,0.6
ItalyPowerDemand,0.89,0.011,100,84.4509,67,1029,24,0.3,0.6
ItalyPowerDemand,0.92,0.021,100,94.4606,67,1029,24,0.3,0.6
ItalyPowerDemand,1.03,0.017,100,78.3285,67,1029,24,0.3,0.6
ItalyPowerDemand,1.14,0.011,100,87.2692,67,1029,24,0.3,0.6
ItalyPowerDemand,1.04,0.018,100,91.2536,67,1029,24,0.3,0.6
ItalyPowerDemand,1.05,0.018,100,87.172,67,1029,24,0.3,0.6
ItalyPowerDemand,0.81,0.011,100,92.7114,67,1029,24,0.3,0.6
ItalyPowerDemand,0.85,0.018,100,92.0311,67,1029,24,0.3,0.6
ItalyPowerDemand,0.89,0.022,100,90.2818,67,1029,24,0.3,0.6
ItalyPowerDemand,0.97,0.022,100,90.9621,67,1029,24,0.3,0.6
ItalyPowerDemand,1.16,0.028,100,90.9621,67,1029,24,0.3,0.6
ItalyPowerDemand,1.24,0.022,100,87.0748,67,1029,24,0.3,0.6
ItalyPowerDemand,0.99,0.021,100,92.4198,67,1029,24,0.3,0.6
ItalyPowerDemand,1.12,0.021,100,93.586,67,1029,24,0.3,0.6
ItalyPowerDemand,0.77,0.01,100,90.0875,67,1029,24,0.3,0.6
ItalyPowerDemand,1.03,0.022,100,93.2945,67,1029,24,0.3,0.6
ItalyPowerDemand,1.46,0.028,100,89.6016,67,1029,24,0.3,0.6
ItalyPowerDemand,0.94,0.014,100,89.5044,67,1029,24,0.3,0.6
ItalyPowerDemand,0.99,0.023,100,91.6424,67,1029,24,0.3,0.6
ItalyPowerDemand,1.12,0.024,100,88.9213,67,1029,24,0.3,0.6
ItalyPowerDemand,1.13,0.025,100,90.1846,67,1029,24,0.3,0.6
ItalyPowerDemand,1.29,0.033,100,87.3664,67,1029,24,0.3,0.6
ItalyPowerDemand,1.41,0.016,100,90.2818,67,1029,24,0.3,0.6
ItalyPowerDemand,0.77,0.011,100,91.1565,67,1029,24,0.3,0.6
ItalyPowerDemand,1.33,0.016,100,89.5044,67,1029,24,0.3,0.6
ItalyPowerDemand,1.24,0.02,100,87.7551,67,1029,24,0.3,0.6
ItalyPowerDemand,1.22,0.023,100,85.8115,67,1029,24,0.3,0.6
ItalyPowerDemand,0.74,0.017,100,90.8649,67,1029,24,0.3,0.6
ItalyPowerDemand,0.76,0.01,100,91.9339,67,1029,24,0.3,0.6
ItalyPowerDemand,0.77,0.012,100,91.8367,67,1029,24,0.3,0.6
ItalyPowerDemand,0.84,0.011,100,91.8367,67,1029,24,0.3,0.6
ItalyPowerDemand,0.79,0.02,100,91.3508,67,1029,24,0.3,0.6
ItalyPowerDemand,0.86,0.016,100,91.0593,67,1029,24,0.3,0.6
ItalyPowerDemand,1.11,0.029,100,87.4636,67,1029,24,0.3,0.6
ItalyPowerDemand,1.14,0.021,100,92.4198,67,1029,24,0.3,0.6
ItalyPowerDemand,0.74,0.011,100,93.2945,67,1029,24,0.3,0.6
ItalyPowerDemand,0.79,0.012,100,93.1001,67,1029,24,0.3,0.6
ItalyPowerDemand,0.84,0.014,100,90.1846,67,1029,24,0.3,0.6
ItalyPowerDemand,0.96,0.022,100,90.2818,67,1029,24,0.3,0.6
ItalyPowerDemand,1.01,0.027,100,92.0311,67,1029,24,0.3,0.6
ItalyPowerDemand,1.52,0.024,100,84.3537,67,1029,24,0.3,0.6
ItalyPowerDemand,1.65,0.026,100,86.3946,67,1029,24,0.3,0.6
ItalyPowerDemand,1.13,0.021,100,92.0311,67,1029,24,0.3,0.6
ItalyPowerDemand,1.31,0.018,100,93.1001,67,1029,24,0.3,0.6
ItalyPowerDemand,0.89,0.01,100,91.448,67,1029,24,0.3,0.6
ItalyPowerDemand,0.96,0.019,100,86.0058,67,1029,24,0.3,0.6
ItalyPowerDemand,1.72,0.031,100,89.6987,67,1029,24,0.3,0.6
ItalyPowerDemand,1.04,0.026,100,92.517,67,1029,24,0.3,0.6
ItalyPowerDemand,1.07,0.019,100,79.3003,67,1029,24,0.3,0.6
ItalyPowerDemand,1.1,0.022,100,90.379,67,1029,24,0.3,0.6
ItalyPowerDemand,1.2,0.028,100,92.4198,67,1029,24,0.3,0.6
ItalyPowerDemand,1.21,0.028,100,91.7396,67,1029,24,0.3,0.6
ItalyPowerDemand,1.27,0.019,100,92.7114,67,1029,24,0.3,0.6
ItalyPowerDemand,0.83,0.014,100,86.2002,67,1029,24,0.3,0.6
ItalyPowerDemand,1.33,0.019,100,91.7396,67,1029,24,0.3,0.6
ItalyPowerDemand,1.07,0.018,100,88.4354,67,1029,24,0.3,0.6
ItalyPowerDemand,1.08,0.015,100,86.2974,67,1029,24,0.3,0.6
ItalyPowerDemand,0.67,0.013,100,92.1283,67,1029,24,0.3,0.6
ItalyPowerDemand,0.71,0.017,100,95.9184,67,1029,24,0.3,0.6
ItalyPowerDemand,0.73,0.011,100,90.9621,67,1029,24,0.3,0.6
ItalyPowerDemand,0.78,0.01,100,90.2818,67,1029,24,0.3,0.6
ItalyPowerDemand,0.94,0.021,100,92.3226,67,1029,24,0.3,0.6
ItalyPowerDemand,1.08,0.021,100,93.8776,67,1029,24,0.3,0.6
ItalyPowerDemand,1.19,0.021,100,88.9213,67,1029,24,0.3,0.6
ItalyPowerDemand,1.21,0.022,100,90.1846,67,1029,24,0.3,0.6
ItalyPowerDemand,0.81,0.012,100,86.3946,67,1029,24,0.3,0.6
ItalyPowerDemand,0.94,0.021,100,91.5452,67,1029,24,0.3,0.6
ItalyPowerDemand,1.03,0.021,100,87.2692,67,1029,24,0.3,0.6
ItalyPowerDemand,1.07,0.022,100,88.1438,67,1029,24,0.3,0.6
ItalyPowerDemand,1.2,0.014,100,83.6735,67,1029,24,0.3,0.6
ItalyPowerDemand,1.22,0.019,100,83.8678,67,1029,24,0.3,0.6
ItalyPowerDemand,1.38,0.026,100,79.7862,67,1029,24,0.3,0.6
ItalyPowerDemand,0.76,0.019,100,96.3071,67,1029,24,0.3,0.6
ItalyPowerDemand,1.08,0.011,100,94.2663,67,1029,24,0.3,0.6
ItalyPowerDemand,1.38,0.023,100,87.8523,67,1029,24,0.3,0.6
ItalyPowerDemand,1.06,0.022,100,86.9776,67,1029,24,0.3,0.6
ItalyPowerDemand,0.82,0.013,100,90.7677,67,1029,24,0.3,0.6
Lighting2,38.02,0.02,100,72.1311,60,61,637,0.9,1
Lighting2,39.02,0.034,100,78.6885,60,61,637,0.9,1
Lighting2,39.62,0.022,100,80.3279,60,61,637,0.9,1
Lighting2,43.11,0.03,100,75.4098,60,61,637,0.9,1
Lighting2,37.74,0.014,100,73.7705,60,61,637,0.9,1
Lighting2,42.09,0.028,100,77.0492,60,61,637,0.9,1
Lighting2,45.03,0.029,100,75.4098,60,61,637,0.9,1
Lighting2,37.31,0.022,100,75.4098,60,61,637,0.9,1
Lighting2,40.38,0.029,100,75.4098,60,61,637,0.9,1
Lighting2,42.32,0.039,100,78.6885,60,61,637,0.9,1
Lighting2,57.78,0.048,100,78.6885,60,61,637,0.9,1
Lighting2,46.94,0.033,100,73.7705,60,61,637,0.9,1
Lighting2,59.26,0.041,100,81.9672,60,61,637,0.9,1
Lighting2,60.33,0.05,100,77.0492,60,61,637,0.9,1
Lighting2,52.31,0.036,100,78.6885,60,61,637,0.9,1
Lighting2,58.48,0.043,100,75.4098,60,61,637,0.9,1
Lighting2,44.1,0.038,100,81.9672,60,61,637,0.9,1
Lighting2,61.96,0.06,100,78.6885,60,61,637,0.9,1
Lighting2,35.65,0.021,100,80.3279,60,61,637,0.9,1
Lighting2,32.63,0.019,100,77.0492,60,61,637,0.9,1
Lighting2,39.14,0.023,100,80.3279,60,61,637,0.9,1
Lighting2,33.04,0.021,100,78.6885,60,61,637,0.9,1
Lighting2,40.07,0.025,100,81.9672,60,61,637,0.9,1
Lighting2,34.15,0.02,100,73.7705,60,61,637,0.9,1
Lighting2,34.9,0.02,100,75.4098,60,61,637,0.9,1
Lighting2,35.91,0.024,100,75.4098,60,61,637,0.9,1
Lighting2,36.73,0.031,100,73.7705,60,61,637,0.9,1
Lighting2,70.91,0.05,100,75.4098,60,61,637,0.9,1
Lighting2,41.24,0.026,100,73.7705,60,61,637,0.9,1
Lighting2,42.14,0.029,100,75.4098,60,61,637,0.9,1
Lighting2,42.28,0.039,100,73.7705,60,61,637,0.9,1
Lighting2,43.1,0.028,100,80.3279,60,61,637,0.9,1
Lighting2,43.85,0.039,100,78.6885,60,61,637,0.9,1
Lighting2,44.04,0.036,100,78.6885,60,61,637,0.9,1
Lighting2,45.71,0.033,100,78.6885,60,61,637,0.9,1
Lighting2,47.23,0.034,100,78.6885,60,61,637,0.9,1
Lighting2,32.45,0.019,100,70.4918,60,61,637,0.9,1
Lighting2,34.93,0.027,100,77.0492,60,61,637,0.9,1
Lighting2,39.52,0.029,100,78.6885,60,61,637,0.9,1
Lighting2,48.3,0.039,100,75.4098,60,61,637,0.9,1
Lighting2,39.86,0.031,100,81.9672,60,61,637,0.9,1
Lighting2,40.41,0.025,100,75.4098,60,61,637,0.9,1
Lighting2,34.55,0.023,100,77.0492,60,61,637,0.9,1
Lighting2,44.54,0.035,100,73.7705,60,61,637,0.9,1
Lighting2,44.6,0.029,100,73.7705,60,61,637,0.9,1
Lighting2,59.33,0.025,100,83.6066,60,61,637,0.9,1
Lighting2,60.57,0.041,100,77.0492,60,61,637,0.9,1
Lighting2,47.17,0.035,100,63.9344,60,61,637,0.9,1
Lighting2,55.52,0.037,100,75.4098,60,61,637,0.9,1
Lighting2,57.96,0.036,100,72.1311,60,61,637,0.9,1
Lighting2,35.11,0.02,100,77.0492,60,61,637,0.9,1
Lighting2,35.36,0.022,100,75.4098,60,61,637,0.9,1
Lighting2,41.43,0.028,100,78.6885,60,61,637,0.9,1
Lighting2,44.55,0.037,100,73.7705,60,61,637,0.9,1
Lighting2,39.42,0.02,100,81.9672,60,61,637,0.9,1
Lighting2,34.03,0.025,100,77.0492,60,61,637,0.9,1
Lighting2,34.87,0.024,100,78.6885,60,61,637,0.9,1
Lighting2,35.39,0.024,100,75.4098,60,61,637,0.9,1
Lighting2,65.56,0.068,100,68.8525,60,61,637,0.9,1
Lighting2,35.7,0.026,100,68.8525,60,61,637,0.9,1
Lighting2,35.85,0.027,100,73.7705,60,61,637,0.9,1
Lighting2,36.96,0.023,100,77.0492,60,61,637,0.9,1
Lighting2,37.56,0.018,100,83.6066,60,61,637,0.9,1
Lighting2,68.93,0.05,100,73.7705,60,61,637,0.9,1
Lighting2,34.65,0.023,100,77.0492,60,61,637,0.9,1
Lighting2,42.24,0.035,100,72.1311,60,61,637,0.9,1
Lighting2,43.08,0.024,100,72.1311,60,61,637,0.9,1
Lighting2,45.1,0.021,100,77.0492,60,61,637,0.9,1
Lighting2,45.61,0.037,100,75.4098,60,61,637,0.9,1
Lighting2,50.74,0.046,100,75.4098,60,61,637,0.9,1
Lighting2,33.22,0.023,100,86.8852,60,61,637,0.9,1
Lighting2,53.89,0.044,100,77.0492,60,61,637,0.9,1
Lighting2,42.41,0.024,100,75.4098,60,61,637,0.9,1
Lighting2,43.17,0.039,100,68.8525,60,61,637,0.9,1
Lighting2,43.32,0.034,100,80.3279,60,61,637,0.9,1
Lighting2,39.17,0.037,100,78.6885,60,61,637,0.9,1
Lighting2,35.08,0.027,100,72.1311,60,61,637,0.9,1
Lighting2,41.95,0.019,100,72.1311,60,61,637,0.9,1
Lighting2,43.49,0.033,100,75.4098,60,61,637,0.9,1
Lighting2,46.74,0.033,100,80.3279,60,61,637,0.9,1
Lighting2,61.49,0.052,100,70.4918,60,61,637,0.9,1
Lighting2,44.85,0.03,100,73.7705,60,61,637,0.9,1
Lighting2,65.49,0.056,100,81.9672,60,61,637,0.9,1
Lighting2,34.86,0.027,100,77.0492,60,61,637,0.9,1
Lighting2,60.11,0.041,100,73.7705,60,61,637,0.9,1
Lighting2,60.7,0.044,100,77.0492,60,61,637,0.9,1
Lighting2,38.07,0.034,100,77.0492,60,61,637,0.9,1
Lighting2,33.59,0.017,100,68.8525,60,61,637,0.9,1
Lighting2,33.65,0.021,100,77.0492,60,61,637,0.9,1
Lighting2,45.79,0.036,100,78.6885,60,61,637,0.9,1
Lighting2,45.98,0.026,100,75.4098,60,61,637,0.9,1
Lighting2,40.06,0.027,100,78.6885,60,61,637,0.9,1
Lighting2,36.75,0.028,100,78.6885,60,61,637,0.9,1
Lighting2,67.12,0.052,100,75.4098,60,61,637,0.9,1
Lighting2,38.26,0.023,100,77.0492,60,61,637,0.9,1
Lighting2,40.27,0.025,100,80.3279,60,61,637,0.9,1
Lighting2,69.39,0.046,100,77.0492,60,61,637,0.9,1
Lighting2,42.53,0.03,100,78.6885,60,61,637,0.9,1
Lighting2,43,0.029,100,73.7705,60,61,637,0.9,1
Lighting2,43.9,0.029,100,78.6885,60,61,637,0.9,1
Lighting7,126.39,0.029,100,63.0137,70,73,319,0.6,1
Lighting7,122.57,0.032,100,54.7945,70,73,319,0.6,1
Lighting7,95.69,0.034,100,61.6438,70,73,319,0.6,1
Lighting7,124.6,0.036,100,58.9041,70,73,319,0.6,1
Lighting7,99.69,0.032,100,63.0137,70,73,319,0.6,1
Lighting7,133.65,0.04,100,63.0137,70,73,319,0.6,1
Lighting7,134.84,0.038,100,67.1233,70,73,319,0.6,1
Lighting7,137.32,0.041,100,60.274,70,73,319,0.6,1
Lighting7,125.33,0.04,100,67.1233,70,73,319,0.6,1
Lighting7,134.43,0.041,100,60.274,70,73,319,0.6,1
Lighting7,150.07,0.059,100,61.6438,70,73,319,0.6,1
Lighting7,104.2,0.033,100,67.1233,70,73,319,0.6,1
Lighting7,139.58,0.044,100,63.0137,70,73,319,0.6,1
Lighting7,156.67,0.038,100,54.7945,70,73,319,0.6,1
Lighting7,164.63,0.039,100,58.9041,70,73,319,0.6,1
Lighting7,127.39,0.042,100,60.274,70,73,319,0.6,1
Lighting7,147.46,0.038,100,64.3836,70,73,319,0.6,1
Lighting7,149.67,0.055,100,58.9041,70,73,319,0.6,1
Lighting7,154.85,0.058,100,63.0137,70,73,319,0.6,1
Lighting7,160.7,0.057,100,64.3836,70,73,319,0.6,1
Lighting7,148.75,0.032,100,63.0137,70,73,319,0.6,1
Lighting7,143.18,0.04,100,63.0137,70,73,319,0.6,1
Lighting7,127.52,0.038,100,56.1644,70,73,319,0.6,1
Lighting7,119.23,0.04,100,58.9041,70,73,319,0.6,1
Lighting7,198.27,0.042,100,57.5342,70,73,319,0.6,1
Lighting7,121.62,0.04,100,64.3836,70,73,319,0.6,1
Lighting7,121.86,0.033,100,57.5342,70,73,319,0.6,1
Lighting7,187.04,0.06,100,54.7945,70,73,319,0.6,1
Lighting7,176.58,0.049,100,56.1644,70,73,319,0.6,1
Lighting7,125.97,0.032,100,57.5342,70,73,319,0.6,1
Lighting7,157.74,0.051,100,65.7534,70,73,319,0.6,1
Lighting7,128.28,0.039,100,64.3836,70,73,319,0.6,1
Lighting7,129.53,0.034,100,60.274,70,73,319,0.6,1
Lighting7,92.44,0.031,100,58.9041,70,73,319,0.6,1
Lighting7,164.59,0.052,100,64.3836,70,73,319,0.6,1
Lighting7,127.41,0.044,100,65.7534,70,73,319,0.6,1
Lighting7,140.27,0.039,100,64.3836,70,73,319,0.6,1
Lighting7,140.58,0.037,100,65.7534,70,73,319,0.6,1
Lighting7,140.77,0.041,100,65.7534,70,73,319,0.6,1
Lighting7,143.36,0.035,100,65.7534,70,73,319,0.6,1
Lighting7,90.57,0.028,100,65.7534,70,73,319,0.6,1
Lighting7,145.04,0.033,100,68.4932,70,73,319,0.6,1
Lighting7,146.98,0.058,100,58.9041,70,73,319,0.6,1
Lighting7,149.11,0.039,100,61.6438,70,73,319,0.6,1
Lighting7,214.46,0.065,100,56.1644,70,73,319,0.6,1
Lighting7,150.47,0.042,100,61.6438,70,73,319,0.6,1
Lighting7,92.88,0.031,100,57.5342,70,73,319,0.6,1
Lighting7,154.76,0.043,100,67.1233,70,73,319,0.6,1
Lighting7,105.18,0.032,100,58.9041,70,73,319,0.6,1
Lighting7,135.72,0.034,100,57.5342,70,73,319,0.6,1
Lighting7,162.82,0.063,100,67.1233,70,73,319,0.6,1
Lighting7,164.48,0.04,100,65.7534,70,73,319,0.6,1
Lighting7,161.56,0.06,100,69.863,70,73,319,0.6,1
Lighting7,204.01,0.054,100,64.3836,70,73,319,0.6,1
Lighting7,168.98,0.06,100,47.9452,70,73,319,0.6,1
Lighting7,119.55,0.042,100,63.0137,70,73,319,0.6,1
Lighting7,100.04,0.027,100,68.4932,70,73,319,0.6,1
Lighting7,184.77,0.046,100,57.5342,70,73,319,0.6,1
Lighting7,184.9,0.055,100,63.0137,70,73,319,0.6,1
Lighting7,186.33,0.044,100,61.6438,70,73,319,0.6,1
Lighting7,133.97,0.042,100,57.5342,70,73,319,0.6,1
Lighting7,120.15,0.028,100,56.1644,70,73,319,0.6,1
Lighting7,138.39,0.034,100,65.7534,70,73,319,0.6,1
Lighting7,165.86,0.041,100,50.6849,70,73,319,0.6,1
Lighting7,205.33,0.065,100,57.5342,70,73,319,0.6,1
Lighting7,149.73,0.043,100,69.863,70,73,319,0.6,1
Lighting7,151.32,0.033,100,73.9726,70,73,319,0.6,1
Lighting7,129.37,0.04,100,63.0137,70,73,319,0.6,1
Lighting7,151.87,0.053,100,65.7534,70,73,319,0.6,1
Lighting7,152.4,0.037,100,52.0548,70,73,319,0.6,1
Lighting7,152.52,0.059,100,63.0137,70,73,319,0.6,1
Lighting7,214.83,0.064,100,64.3836,70,73,319,0.6,1
Lighting7,214.89,0.063,100,58.9041,70,73,319,0.6,1
Lighting7,155.64,0.032,100,67.1233,70,73,319,0.6,1
Lighting7,158.16,0.063,100,68.4932,70,73,319,0.6,1
Lighting7,158.53,0.042,100,56.1644,70,73,319,0.6,1
Lighting7,197.7,0.044,100,52.0548,70,73,319,0.6,1
Lighting7,160.47,0.037,100,43.8356,70,73,319,0.6,1
Lighting7,160.74,0.042,100,67.1233,70,73,319,0.6,1
Lighting7,162.37,0.042,100,64.3836,70,73,319,0.6,1
Lighting7,163.89,0.036,100,61.6438,70,73,319,0.6,1
Lighting7,135.99,0.039,100,63.0137,70,73,319,0.6,1
Lighting7,226.02,0.055,100,65.7534,70,73,319,0.6,1
Lighting7,169.66,0.037,100,64.3836,70,73,319,0.6,1
Lighting7,129.5,0.034,100,57.5342,70,73,319,0.6,1
Lighting7,170.93,0.036,100,64.3836,70,73,319,0.6,1
Lighting7,122.14,0.03,100,57.5342,70,73,319,0.6,1
Lighting7,147.98,0.039,100,60.274,70,73,319,0.6,1
Lighting7,163.57,0.057,100,61.6438,70,73,319,0.6,1
Lighting7,184.31,0.057,100,58.9041,70,73,319,0.6,1
Lighting7,193.87,0.055,100,61.6438,70,73,319,0.6,1
Lighting7,144.88,0.038,100,65.7534,70,73,319,0.6,1
Lighting7,139.31,0.042,100,68.4932,70,73,319,0.6,1
Lighting7,149.72,0.04,100,60.274,70,73,319,0.6,1
Lighting7,210.07,0.052,100,61.6438,70,73,319,0.6,1
Lighting7,197.98,0.055,100,53.4247,70,73,319,0.6,1
Lighting7,189.86,0.05,100,71.2329,70,73,319,0.6,1
Lighting7,192.49,0.06,100,60.274,70,73,319,0.6,1
Lighting7,229.98,0.063,100,54.7945,70,73,319,0.6,1
Lighting7,188.23,0.044,100,49.3151,70,73,319,0.6,1
MALLAT,27.1,0.206,100,87.3774,55,2345,1024,0.8,1
MALLAT,34.55,0.298,100,86.951,55,2345,1024,0.8,1
MALLAT,53.5,0.38,100,87.8038,55,2345,1024,0.8,1
MALLAT,45.44,0.393,100,87.5906,55,2345,1024,0.8,1
MALLAT,112.13,0.532,100,89.339,55,2345,1024,0.8,1
MALLAT,95.37,0.361,100,87.6333,55,2345,1024,0.8,1
MALLAT,56.28,0.447,100,83.71,55,2345,1024,0.8,1
MALLAT,61.85,0.272,100,79.8294,55,2345,1024,0.8,1
MALLAT,52.45,0.404,100,86.9936,55,2345,1024,0.8,1
MALLAT,73.72,0.488,100,88.9552,55,2345,1024,0.8,1
MALLAT,67.07,0.246,100,85.6716,55,2345,1024,0.8,1
MALLAT,80.43,0.534,100,91.3433,55,2345,1024,0.8,1
MALLAT,76.18,0.456,100,89.2537,55,2345,1024,0.8,1
MALLAT,93.95,0.387,100,85.1599,55,2345,1024,0.8,1
MALLAT,73.14,0.482,100,89.467,55,2345,1024,0.8,1
MALLAT,50.83,0.378,100,82.3028,55,2345,1024,0.8,1
MALLAT,69.48,0.35,100,87.9744,55,2345,1024,0.8,1
MALLAT,78.75,0.439,100,84.0512,55,2345,1024,0.8,1
MALLAT,41.42,0.278,100,85.5437,55,2345,1024,0.8,1
MALLAT,85.91,0.36,100,86.8657,55,2345,1024,0.8,1
MALLAT,59.52,0.294,100,85.7569,55,2345,1024,0.8,1
MALLAT,47.32,0.288,100,87.42,55,2345,1024,0.8,1
MALLAT,55.09,0.362,100,87.5053,55,2345,1024,0.8,1
MALLAT,75.6,0.556,100,87.9744,55,2345,1024,0.8,1
MALLAT,77.93,0.484,100,84.9467,55,2345,1024,0.8,1
MALLAT,97.45,0.371,100,80.9808,55,2345,1024,0.8,1
MALLAT,65.73,0.529,100,87.2068,55,2345,1024,0.8,1
MALLAT,54.83,0.367,100,81.322,55,2345,1024,0.8,1
MALLAT,50.28,0.367,100,78.3369,55,2345,1024,0.8,1
MALLAT,60.53,0.403,100,89.5522,55,2345,1024,0.8,1
MALLAT,73.19,0.402,100,82.2175,55,2345,1024,0.8,1
MALLAT,50.47,0.372,100,85.1599,55,2345,1024,0.8,1
