Dataset,TrainingTime,TestingTime,TrainingAccuracy,TestingAccuracy,TrainSize,TestSize,TSLen,MinLen,MaxLen
ECGFiveDays,0.41,0.026,100,100,23,861,136,0.025,0.3
ECGFiveDays,0.42,0.027,100,100,23,861,136,0.025,0.3
ECGFiveDays,0.48,0.027,100,100,23,861,136,0.025,0.3
ECGFiveDays,0.53,0.027,100,99.6516,23,861,136,0.025,0.3
ECGFiveDays,0.6,0.028,100,96.8641,23,861,136,0.025,0.3
ECGFiveDays,0.21,0.016,100,99.5354,23,861,136,0.025,0.3
ECGFiveDays,0.23,0.015,100,99.8839,23,861,136,0.025,0.3
ECGFiveDays,0.25,0.016,100,99.6516,23,861,136,0.025,0.3
ECGFiveDays,0.26,0.016,100,99.8839,23,861,136,0.025,0.3
ECGFiveDays,0.23,0.018,100,99.6516,23,861,136,0.025,0.3
ECGFiveDays,0.34,0.027,100,91.1731,23,861,136,0.025,0.3
ECGFiveDays,0.24,0.016,100,100,23,861,136,0.025,0.3
ECGFiveDays,0.24,0.017,100,100,23,861,136,0.025,0.3
ECGFiveDays,0.43,0.026,100,98.1417,23,861,136,0.025,0.3
ECGFiveDays,0.42,0.028,100,99.7677,23,861,136,0.025,0.3
ECGFiveDays,0.43,0.027,100,99.6516,23,861,136,0.025,0.3
ECGFiveDays,0.44,0.029,100,99.7677,23,861,136,0.025,0.3
ECGFiveDays,0.5,0.028,100,100,23,861,136,0.025,0.3
ECGFiveDays,0.5,0.026,100,99.6516,23,861,136,0.025,0.3
ECGFiveDays,0.25,0.016,100,93.4959,23,861,136,0.025,0.3
ECGFiveDays,0.23,0.017,100,97.6771,23,861,136,0.025,0.3
ECGFiveDays,0.28,0.016,100,99.6516,23,861,136,0.025,0.3
ECGFiveDays,0.29,0.018,100,97.9094,23,861,136,0.025,0.3
FaceAll,425.21,0.298,100,60.8284,560,1690,131,0.2,0.5
FaceAll,682.44,0.168,100,64.9112,560,1690,131,0.2,0.5
FaceAll,689.05,0.173,100,63.1361,560,1690,131,0.2,0.5
FaceAll,629.83,0.304,100,65.503,560,1690,131,0.2,0.5
FaceAll,797.18,0.173,100,64.9112,560,1690,131,0.2,0.5
FaceAll,1197.4,0.302,100,58.9349,560,1690,131,0.2,0.5
FaceAll,1247.24,0.172,100,61.5976,560,1690,131,0.2,0.5
FaceAll,1205.25,0.308,100,64.0828,560,1690,131,0.2,0.5
FaceAll,866.13,0.167,100,63.5503,560,1690,131,0.2,0.5
FaceAll,1368.52,0.172,100,63.1361,560,1690,131,0.2,0.5
FaceAll,1439.47,0.167,100,62.8402,560,1690,131,0.2,0.5
FaceAll,594.36,0.155,100,60.1775,560,1690,131,0.2,0.5
FaceAll,789.24,0.186,100,62.0118,560,1690,131,0.2,0.5
FaceAll,735.81,0.164,100,60.6509,560,1690,131,0.2,0.5
FaceAll,1743.94,0.297,100,61.3609,560,1690,131,0.2,0.5
FaceAll,477.18,0.185,100,60.6509,560,1690,131,0.2,0.5
FaceAll,1676.47,0.321,100,62.2485,560,1690,131,0.2,0.5
FaceAll,1831.63,0.283,100,61.0059,560,1690,131,0.2,0.5
FaceAll,1843.32,0.289,100,60.1775,560,1690,131,0.2,0.5
FaceAll,1113.74,0.303,100,61.3609,560,1690,131,0.2,0.5
FaceAll,1975.74,0.266,100,65.7396,560,1690,131,0.2,0.5
FaceAll,1970,0.291,100,64.0237,560,1690,131,0.2,0.5
FaceAll,1222.11,0.159,100,63.0769,560,1690,131,0.2,0.5
FaceAll,1596.49,0.281,100,60.4142,560,1690,131,0.2,0.5
FaceAll,667.52,0.172,100,61.8343,560,1690,131,0.2,0.5
FaceAll,719.23,0.182,100,63.6686,560,1690,131,0.2,0.5
FaceAll,1335.96,0.166,100,62.7219,560,1690,131,0.2,0.5
FaceAll,830.91,0.159,100,62.7811,560,1690,131,0.2,0.5
FaceAll,1447.24,0.184,100,62.6036,560,1690,131,0.2,0.5
FaceAll,2283.72,0.151,100,64.142,560,1690,131,0.2,0.5
FaceAll,1109.4,0.168,100,60.9467,560,1690,131,0.2,0.5
FaceAll,1182.31,0.274,100,62.8994,560,1690,131,0.2,0.5
FaceAll,593.25,0.17,100,63.0769,560,1690,131,0.2,0.5
FaceAll,871.56,0.16,100,60.5325,560,1690,131,0.2,0.5
FaceAll,1495.05,0.29,100,62.5444,560,1690,131,0.2,0.5
FaceAll,2417.7,0.167,100,61.3018,560,1690,131,0.2,0.5
FaceAll,2538.21,0.268,100,61.8343,560,1690,131,0.2,0.5
FaceAll,1198.32,0.16,100,63.7278,560,1690,131,0.2,0.5
FaceAll,911.36,0.277,100,61.8935,560,1690,131,0.2,0.5
FaceAll,1475.11,0.268,100,63.3136,560,1690,131,0.2,0.5
FaceAll,1479.97,0.302,100,58.8757,560,1690,131,0.2,0.5
FaceAll,1085.41,0.185,100,61.6568,560,1690,131,0.2,0.5
FaceAll,1437.84,0.174,100,62.9586,560,1690,131,0.2,0.5
FaceAll,1095.65,0.191,100,60.8876,560,1690,131,0.2,0.5
FaceAll,2735.18,0.303,100,64.5562,560,1690,131,0.2,0.5
FaceAll,2742.57,0.307,100,59.5266,560,1690,131,0.2,0.5
FaceAll,1556.81,0.177,100,60.5917,560,1690,131,0.2,0.5
FaceAll,1564.48,0.181,100,60.2959,560,1690,131,0.2,0.5
FaceAll,1135.7,0.169,100,61.8343,560,1690,131,0.2,0.5
FaceAll,1341.06,0.149,100,62.7811,560,1690,131,0.2,0.5
FaceAll,1180.93,0.173,100,63.3728,560,1690,131,0.2,0.5
FaceAll,1295.41,0.162,100,61.5385,560,1690,131,0.2,0.5
FaceAll,1846.78,0.291,100,62.5444,560,1690,131,0.2,0.5
FaceAll,1835.73,0.16,100,64.7929,560,1690,131,0.2,0.5
FaceAll,2221.51,0.273,100,62.7219,560,1690,131,0.2,0.5
FaceAll,3067.69,0.673,100,62.7219,560,1690,131,0.2,0.5
FaceAll,2080.6,0.176,100,62.4852,560,1690,131,0.2,0.5
FaceAll,2686.31,0.167,100,62.1893,560,1690,131,0.2,0.5
FaceAll,1699.18,0.17,100,61.0651,560,1690,131,0.2,0.5
FaceAll,2280.02,0.166,100,62.6627,560,1690,131,0.2,0.5
FaceAll,1952.42,0.27,100,61.8343,560,1690,131,0.2,0.5
FaceAll,2508.55,0.167,100,60.4734,560,1690,131,0.2,0.5
FaceAll,1588.04,0.156,100,59.645,560,1690,131,0.2,0.5
FaceAll,2651.18,0.168,100,61.8343,560,1690,131,0.2,0.5
FaceAll,2422.6,0.166,100,64.497,560,1690,131,0.2,0.5
FaceAll,2588.3,0.151,100,60.2959,560,1690,131,0.2,0.5
FaceAll,1863.89,0.291,100,62.7219,560,1690,131,0.2,0.5
FaceAll,2784.19,0.181,100,62.0118,560,1690,131,0.2,0.5
FaceAll,2465.55,0.166,100,58.9941,560,1690,131,0.2,0.5
FaceAll,2981.67,0.169,100,61.3609,560,1690,131,0.2,0.5
FaceAll,2385.67,0.157,100,61.6568,560,1690,131,0.2,0.5
FaceAll,2803.1,0.277,100,63.787,560,1690,131,0.2,0.5
FaceAll,2837.99,0.169,100,60.7101,560,1690,131,0.2,0.5
FaceAll,2831.29,0.169,100,60.7692,560,1690,131,0.2,0.5
FaceAll,2247.8,0.169,100,67.3373,560,1690,131,0.2,0.5
FaceAll,3224.67,0.313,100,60.8876,560,1690,131,0.2,0.5
FaceAll,2664.34,0.178,100,60.9467,560,1690,131,0.2,0.5
FaceAll,4094.61,0.306,100,61.8935,560,1690,131,0.2,0.5
FaceAll,3011.89,0.287,100,58.5207,560,1690,131,0.2,0.5
FaceAll,3107.58,0.293,100,62.2485,560,1690,131,0.2,0.5
FaceAll,2880.24,0.178,100,62.6036,560,1690,131,0.2,0.5
FaceAll,4340.98,0.282,100,66.0947,560,1690,131,0.2,0.5
FaceAll,2787.11,0.18,100,58.7574,560,1690,131,0.2,0.5
FaceAll,2710.84,0.315,100,63.0769,560,1690,131,0.2,0.5
FaceAll,3472.03,0.295,100,63.0178,560,1690,131,0.2,0.5
FaceAll,3740.28,0.28,100,59.7041,560,1690,131,0.2,0.5
FaceAll,3089.43,0.295,100,60.9467,560,1690,131,0.2,0.5
FaceAll,4958.82,0.172,100,63.0769,560,1690,131,0.2,0.5
FaceAll,5016.03,0.296,100,62.6036,560,1690,131,0.2,0.5
FaceAll,3719.93,0.279,100,61.4793,560,1690,131,0.2,0.5
FaceAll,3699.67,0.174,100,62.3077,560,1690,131,0.2,0.5
FaceAll,4410.77,0.149,100,66.3314,560,1690,131,0.2,0.5
FaceAll,5243.89,0.164,100,59.0533,560,1690,131,0.2,0.5
FaceAll,5415.77,0.288,100,60.7101,560,1690,131,0.2,0.5
FaceAll,4824.59,0.174,100,60.8284,560,1690,131,0.2,0.5
FaceAll,5262.2,0.311,100,63.5503,560,1690,131,0.2,0.5
FaceAll,6891.92,0.166,100,63.9645,560,1690,131,0.2,0.5
FaceAll,6145.18,0.313,100,62.8994,560,1690,131,0.2,0.5
FaceAll,6157.73,0.303,100,62.3669,560,1690,131,0.2,0.5
FaceAll,6876.33,0.285,100,60.4734,560,1690,131,0.2,0.5
FaceFour,3.19,0.058,100,81.8182,24,88,350,0.3,0.6
FaceFour,3.23,0.051,100,78.4091,24,88,350,0.3,0.6
FaceFour,3.55,0.059,100,76.1364,24,88,350,0.3,0.6
FaceFour,3.16,0.056,100,90.9091,24,88,350,0.3,0.6
FaceFour,3.35,0.049,100,78.4091,24,88,350,0.3,0.6
FaceFour,1.91,0.026,100,92.0455,24,88,350,0.3,0.6
FaceFour,3.29,0.048,100,86.3636,24,88,350,0.3,0.6
FaceFour,3.27,0.065,100,76.1364,24,88,350,0.3,0.6
FaceFour,3.13,0.041,100,82.9545,24,88,350,0.3,0.6
FaceFour,3.25,0.043,100,84.0909,24,88,350,0.3,0.6
FaceFour,3.37,0.05,100,84.0909,24,88,350,0.3,0.6
FaceFour,3.45,0.058,100,77.2727,24,88,350,0.3,0.6
FaceFour,3.19,0.052,100,86.3636,24,88,350,0.3,0.6
FaceFour,3.28,0.054,100,89.7727,24,88,350,0.3,0.6
FaceFour,3.27,0.048,100,92.0455,24,88,350,0.3,0.6
FaceFour,1.92,0.03,100,87.5,24,88,350,0.3,0.6
FaceFour,3.14,0.044,100,92.0455,24,88,350,0.3,0.6
FaceFour,3.2,0.046,100,86.3636,24,88,350,0.3,0.6
FaceFour,3.24,0.061,100,85.2273,24,88,350,0.3,0.6
FaceFour,3.26,0.064,100,82.9545,24,88,350,0.3,0.6
FaceFour,3.39,0.049,100,86.3636,24,88,350,0.3,0.6
FaceFour,3.39,0.042,100,86.3636,24,88,350,0.3,0.6
FaceFour,3.27,0.069,100,75,24,88,350,0.3,0.6
FaceFour,3.31,0.046,100,89.7727,24,88,350,0.3,0.6
FaceFour,3.36,0.054,100,87.5,24,88,350,0.3,0.6
FaceFour,1.87,0.034,100,79.5455,24,88,350,0.3,0.6
FaceFour,3.1,0.048,100,84.0909,24,88,350,0.3,0.6
FaceFour,3.25,0.068,100,93.1818,24,88,350,0.3,0.6
FaceFour,3.27,0.057,100,71.5909,24,88,350,0.3,0.6
FaceFour,3.37,0.053,100,93.1818,24,88,350,0.3,0.6
FaceFour,3.58,0.049,100,90.9091,24,88,350,0.3,0.6
FaceFour,3.64,0.044,100,93.1818,24,88,350,0.3,0.6
FaceFour,3.11,0.04,100,93.1818,24,88,350,0.3,0.6
FaceFour,3.22,0.068,100,80.6818,24,88,350,0.3,0.6
FaceFour,3.31,0.057,100,86.3636,24,88,350,0.3,0.6
FaceFour,1.84,0.035,100,78.4091,24,88,350,0.3,0.6
FaceFour,3.16,0.052,100,75,24,88,350,0.3,0.6
FaceFour,3.28,0.058,100,79.5455,24,88,350,0.3,0.6
FaceFour,3.17,0.059,100,72.7273,24,88,350,0.3,0.6
FaceFour,3.16,0.042,100,93.1818,24,88,350,0.3,0.6
FaceFour,3.18,0.047,100,89.7727,24,88,350,0.3,0.6
FaceFour,3.4,0.056,100,85.2273,24,88,350,0.3,0.6
FaceFour,3.17,0.068,100,73.8636,24,88,350,0.3,0.6
FaceFour,3.3,0.054,100,84.0909,24,88,350,0.3,0.6
FaceFour,3.41,0.054,100,89.7727,24,88,350,0.3,0.6
FaceFour,1.91,0.037,100,87.5,24,88,350,0.3,0.6
FaceFour,3.26,0.075,100,77.2727,24,88,350,0.3,0.6
FaceFour,3.26,0.048,100,68.1818,24,88,350,0.3,0.6
FaceFour,3.22,0.05,100,89.7727,24,88,350,0.3,0.6
FaceFour,3.27,0.059,100,85.2273,24,88,350,0.3,0.6
FaceFour,3.4,0.067,100,75,24,88,350,0.3,0.6
FaceFour,3.59,0.041,100,90.9091,24,88,350,0.3,0.6
FaceFour,3.2,0.065,100,78.4091,24,88,350,0.3,0.6
FaceFour,3.31,0.071,100,72.7273,24,88,350,0.3,0.6
FaceFour,3.43,0.063,100,93.1818,24,88,350,0.3,0.6
FaceFour,1.9,0.024,100,82.9545,24,88,350,0.3,0.6
FaceFour,3.14,0.065,100,78.4091,24,88,350,0.3,0.6
FaceFour,3.26,0.07,100,82.9545,24,88,350,0.3,0.6
FaceFour,3.25,0.066,100,82.9545,24,88,350,0.3,0.6
FaceFour,3.32,0.059,100,95.4545,24,88,350,0.3,0.6
FaceFour,3.27,0.065,100,88.6364,24,88,350,0.3,0.6
FaceFour,3.53,0.065,100,84.0909,24,88,350,0.3,0.6
FaceFour,3.27,0.05,100,59.0909,24,88,350,0.3,0.6
FaceFour,3.39,0.054,100,85.2273,24,88,350,0.3,0.6
FaceFour,1.88,0.025,100,94.3182,24,88,350,0.3,0.6
FaceFour,3.2,0.06,100,86.3636,24,88,350,0.3,0.6
FaceFour,3.24,0.06,100,87.5,24,88,350,0.3,0.6
FaceFour,3.17,0.064,100,88.6364,24,88,350,0.3,0.6
FaceFour,3.2,0.062,100,90.9091,24,88,350,0.3,0.6
FaceFour,3.26,0.056,100,78.4091,24,88,350,0.3,0.6
FaceFour,3.6,0.071,100,87.5,24,88,350,0.3,0.6
FaceFour,3.3,0.068,100,90.9091,24,88,350,0.3,0.6
FaceFour,3.35,0.06,100,78.4091,24,88,350,0.3,0.6
FaceFour,3.38,0.055,100,69.3182,24,88,350,0.3,0.6
FaceFour,1.93,0.028,100,69.3182,24,88,350,0.3,0.6
FaceFour,3.19,0.068,100,87.5,24,88,350,0.3,0.6
FaceFour,3.27,0.06,100,84.0909,24,88,350,0.3,0.6
FaceFour,3.22,0.053,100,81.8182,24,88,350,0.3,0.6
FaceFour,3.32,0.063,100,88.6364,24,88,350,0.3,0.6
FaceFour,3.35,0.071,100,71.5909,24,88,350,0.3,0.6
FaceFour,3.59,0.067,100,73.8636,24,88,350,0.3,0.6
FaceFour,3.25,0.054,100,68.1818,24,88,350,0.3,0.6
FaceFour,3.27,0.049,100,89.7727,24,88,350,0.3,0.6
FaceFour,3.31,0.062,100,71.5909,24,88,350,0.3,0.6
FaceFour,1.93,0.046,100,81.8182,24,88,350,0.3,0.6
FaceFour,3.11,0.045,100,93.1818,24,88,350,0.3,0.6
FaceFour,3.17,0.066,100,89.7727,24,88,350,0.3,0.6
FaceFour,3.21,0.06,100,90.9091,24,88,350,0.3,0.6
FaceFour,3.28,0.055,100,88.6364,24,88,350,0.3,0.6
FaceFour,3.6,0.055,100,72.7273,24,88,350,0.3,0.6
FaceFour,3.21,0.053,100,90.9091,24,88,350,0.3,0.6
FaceFour,3.15,0.05,100,86.3636,24,88,350,0.3,0.6
FaceFour,3.28,0.066,100,78.4091,24,88,350,0.3,0.6
FaceFour,1.98,0.033,100,89.7727,24,88,350,0.3,0.6
FaceFour,3.23,0.067,100,85.2273,24,88,350,0.3,0.6
FaceFour,3.31,0.05,100,89.7727,24,88,350,0.3,0.6
FacesUCR,204.79,0.277,100,65.3171,200,2050,131,0.3,0.6
FacesUCR,361.95,0.267,100,69.9024,200,2050,131,0.3,0.6
FacesUCR,570.17,0.497,100,65.122,200,2050,131,0.3,0.6
FacesUCR,722,0.261,100,66.3415,200,2050,131,0.3,0.6
FacesUCR,95.2,0.51,100,67.7073,200,2050,131,0.3,0.6
FacesUCR,69.8,0.281,100,62.5854,200,2050,131,0.3,0.6
FacesUCR,402.61,0.49,100,65.4634,200,2050,131,0.3,0.6
FacesUCR,893.4,0.497,100,70.5366,200,2050,131,0.3,0.6
FacesUCR,617.2,0.49,100,63.2195,200,2050,131,0.3,0.6
FacesUCR,118.98,0.485,100,71.5122,200,2050,131,0.3,0.6
FacesUCR,708.37,0.435,100,66.6341,200,2050,131,0.3,0.6
FacesUCR,866.74,0.488,100,69.2195,200,2050,131,0.3,0.6
FacesUCR,714.07,0.491,100,67.1707,200,2050,131,0.3,0.6
FacesUCR,631.45,0.468,100,68.0488,200,2050,131,0.3,0.6
FacesUCR,360.45,0.455,100,66.7805,200,2050,131,0.3,0.6
FacesUCR,1223.08,0.262,100,63.7073,200,2050,131,0.3,0.6
FacesUCR,482.52,0.274,100,66.8293,200,2050,131,0.3,0.6
FacesUCR,976.41,0.482,100,70.0976,200,2050,131,0.3,0.6
FacesUCR,939.94,0.473,100,69.4146,200,2050,131,0.3,0.6
FacesUCR,392.09,0.512,100,61.9512,200,2050,131,0.3,0.6
FacesUCR,388.41,0.271,100,69.122,200,2050,131,0.3,0.6
FacesUCR,1871.43,0.481,100,70.8293,200,2050,131,0.3,0.6
FacesUCR,592.75,0.493,100,63.0732,200,2050,131,0.3,0.6
FacesUCR,160.6,0.47,100,70.1951,200,2050,131,0.3,0.6
FacesUCR,87.58,0.477,100,64.2439,200,2050,131,0.3,0.6
FacesUCR,731.78,0.441,100,66.0488,200,2050,131,0.3,0.6
FacesUCR,1267.98,0.29,100,64.9756,200,2050,131,0.3,0.6
FacesUCR,170.59,0.491,100,65.122,200,2050,131,0.3,0.6
FacesUCR,1299.83,0.273,100,66.2927,200,2050,131,0.3,0.6
FacesUCR,1730.12,0.516,100,65.8537,200,2050,131,0.3,0.6
FacesUCR,1291.73,0.446,100,68.878,200,2050,131,0.3,0.6
FacesUCR,762.24,0.468,100,69.4634,200,2050,131,0.3,0.6
FacesUCR,1983.7,0.509,100,65.2683,200,2050,131,0.3,0.6
FacesUCR,108.53,0.484,100,65.9512,200,2050,131,0.3,0.6
FacesUCR,894.05,0.493,100,65.6585,200,2050,131,0.3,0.6
FacesUCR,1903.59,0.521,100,70.0976,200,2050,131,0.3,0.6
FacesUCR,265.7,0.283,100,68.0488,200,2050,131,0.3,0.6
FacesUCR,1024.98,0.238,100,70,200,2050,131,0.3,0.6
FacesUCR,804.24,0.478,100,71.2683,200,2050,131,0.3,0.6
FacesUCR,565.08,0.295,100,65.2195,200,2050,131,0.3,0.6
FacesUCR,1182.4,0.482,100,63.561,200,2050,131,0.3,0.6
FacesUCR,1613.26,0.507,100,66.2439,200,2050,131,0.3,0.6
FacesUCR,391.35,0.512,100,68.7317,200,2050,131,0.3,0.6
FacesUCR,980.4,0.499,100,68.7805,200,2050,131,0.3,0.6
FacesUCR,565.79,0.249,100,68.878,200,2050,131,0.3,0.6
FacesUCR,439.07,0.269,100,69.2195,200,2050,131,0.3,0.6
FacesUCR,1657.5,0.485,100,67.0244,200,2050,131,0.3,0.6
FacesUCR,787.15,0.476,100,69.5122,200,2050,131,0.3,0.6
FacesUCR,386.07,0.519,100,65.0732,200,2050,131,0.3,0.6
FacesUCR,1570.59,0.302,100,64.9268,200,2050,131,0.3,0.6
FacesUCR,1569.16,0.274,100,67.6585,200,2050,131,0.3,0.6
FacesUCR,1591.59,0.49,100,71.7073,200,2050,131,0.3,0.6
FacesUCR,1234.73,0.313,100,67.0244,200,2050,131,0.3,0.6
FacesUCR,1489.32,0.269,100,64.6829,200,2050,131,0.3,0.6
FacesUCR,1853.25,0.465,100,65.4634,200,2050,131,0.3,0.6
FacesUCR,1204.68,0.29,100,66.3415,200,2050,131,0.3,0.6
FacesUCR,1775.1,0.439,100,66.439,200,2050,131,0.3,0.6
FacesUCR,2100.97,0.446,100,67.8049,200,2050,131,0.3,0.6
FacesUCR,1867.35,0.429,100,65.8537,200,2050,131,0.3,0.6
FacesUCR,3201.66,0.514,100,65.0732,200,2050,131,0.3,0.6
FacesUCR,1132.82,0.279,100,68.6829,200,2050,131,0.3,0.6
FacesUCR,1947.34,0.457,100,67.6098,200,2050,131,0.3,0.6
FacesUCR,636.44,0.484,100,69.2195,200,2050,131,0.3,0.6
FacesUCR,1632.81,0.472,100,66.1951,200,2050,131,0.3,0.6
FacesUCR,1613.9,0.514,100,66.3902,200,2050,131,0.3,0.6
FacesUCR,1814.99,0.478,100,65.1707,200,2050,131,0.3,0.6
FacesUCR,1713.84,0.258,100,67.2683,200,2050,131,0.3,0.6
FacesUCR,1500.01,0.285,100,68.3415,200,2050,131,0.3,0.6
FacesUCR,1835.33,0.488,100,67.9024,200,2050,131,0.3,0.6
FacesUCR,1557.04,0.46,100,69.3659,200,2050,131,0.3,0.6
FacesUCR,3899.59,0.503,100,68.9268,200,2050,131,0.3,0.6
FacesUCR,3269.11,0.473,100,68.6341,200,2050,131,0.3,0.6
FacesUCR,1739.55,0.489,100,72.0488,200,2050,131,0.3,0.6
FacesUCR,1074,1.051,100,69.0244,200,2050,131,0.3,0.6
FacesUCR,1848.84,0.462,100,71.2683,200,2050,131,0.3,0.6
FacesUCR,2602.63,0.478,100,63.3171,200,2050,131,0.3,0.6
FacesUCR,2121.1,0.504,100,66.878,200,2050,131,0.3,0.6
FacesUCR,1930.75,0.494,100,69.6098,200,2050,131,0.3,0.6
FacesUCR,1986.06,0.479,100,65.2683,200,2050,131,0.3,0.6
FacesUCR,2027.26,0.523,100,67.3659,200,2050,131,0.3,0.6
FacesUCR,1279.69,0.258,100,69.6098,200,2050,131,0.3,0.6
FacesUCR,1794.33,0.507,100,72.6829,200,2050,131,0.3,0.6
FacesUCR,3655.14,0.489,100,65.3659,200,2050,131,0.3,0.6
FacesUCR,1797.17,0.51,100,67.561,200,2050,131,0.3,0.6
FacesUCR,1836.38,0.496,100,66.0488,200,2050,131,0.3,0.6
FacesUCR,3923.43,0.462,100,67.4634,200,2050,131,0.3,0.6
FacesUCR,3700.13,0.517,100,71.4146,200,2050,131,0.3,0.6
FacesUCR,1538.51,0.285,100,68.6341,200,2050,131,0.3,0.6
FacesUCR,2260.93,0.515,100,65.9512,200,2050,131,0.3,0.6
FacesUCR,4153.49,0.468,100,69.9024,200,2050,131,0.3,0.6
FacesUCR,1755.95,0.273,100,64.5854,200,2050,131,0.3,0.6
FacesUCR,2105.88,0.473,100,68.5366,200,2050,131,0.3,0.6
FacesUCR,3242.11,0.461,100,69.8537,200,2050,131,0.3,0.6
FacesUCR,3005.76,0.5,100,62,200,2050,131,0.3,0.6
FacesUCR,1947.84,0.526,100,69.3171,200,2050,131,0.3,0.6
FacesUCR,3857.44,0.477,100,68.878,200,2050,131,0.3,0.6
FacesUCR,3575.76,0.484,100,67.0732,200,2050,131,0.3,0.6
FacesUCR,3454.8,1.02,100,67.0732,200,2050,131,0.3,0.6
FacesUCR,3156.21,0.47,100,67.8537,200,2050,131,0.3,0.6
FacesUCR,3246.01,0.495,100,66.8293,200,2050,131,0.3,0.6
FISH,984.54,0.06,100,84,175,175,463,0.025,0.2
FISH,1341.06,0.081,100,77.7143,175,175,463,0.025,0.2
FISH,1211.28,0.078,100,83.4286,175,175,463,0.025,0.2
FISH,1156.35,0.142,100,78.2857,175,175,463,0.025,0.2
FISH,1167.66,0.118,100,81.1429,175,175,463,0.025,0.2
FISH,1577.97,0.127,100,84.5714,175,175,463,0.025,0.2
FISH,1012.02,0.114,100,75.4286,175,175,463,0.025,0.2
FISH,1681.09,0.133,100,78.8571,175,175,463,0.025,0.2
FISH,1531.25,0.058,100,81.7143,175,175,463,0.025,0.2
FISH,2925.66,0.059,100,78.8571,175,175,463,0.025,0.2
FISH,2865.27,0.135,100,76,175,175,463,0.025,0.2
FISH,1462.17,0.063,100,76.5714,175,175,463,0.025,0.2
FISH,1508.97,0.059,100,80.5714,175,175,463,0.025,0.2
FISH,1326.5,0.131,100,84.5714,175,175,463,0.025,0.2
FISH,1593.43,0.116,100,78.2857,175,175,463,0.025,0.2
FISH,1503.17,0.129,100,80.5714,175,175,463,0.025,0.2
FISH,1899.75,0.111,100,77.7143,175,175,463,0.025,0.2
FISH,1623.32,0.074,100,80.5714,175,175,463,0.025,0.2
FISH,1599.62,0.092,100,84,175,175,463,0.025,0.2
FISH,2243.1,0.128,100,79.4286,175,175,463,0.025,0.2
FISH,2275.46,0.116,100,75.4286,175,175,463,0.025,0.2
FISH,1810.2,0.094,100,82.8571,175,175,463,0.025,0.2
FISH,2874.05,0.121,100,78.8571,175,175,463,0.025,0.2
FISH,1235.61,0.137,100,81.7143,175,175,463,0.025,0.2
FISH,999.74,0.082,100,79.4286,175,175,463,0.025,0.2
FISH,1363.27,0.124,100,76.5714,175,175,463,0.025,0.2
FISH,1270.08,0.111,100,78.8571,175,175,463,0.025,0.2
FISH,1102.55,0.073,100,87.4286,175,175,463,0.025,0.2
FISH,1689.83,0.125,100,78.8571,175,175,463,0.025,0.2
FISH,2419.36,0.117,100,75.4286,175,175,463,0.025,0.2
FISH,2319.41,0.106,100,84,175,175,463,0.025,0.2
FISH,1419.57,0.134,100,78.8571,175,175,463,0.025,0.2
FISH,1842.48,0.134,100,73.7143,175,175,463,0.025,0.2
FISH,1182.15,0.056,100,81.7143,175,175,463,0.025,0.2
FISH,974.16,0.071,100,80.5714,175,175,463,0.025,0.2
FISH,1788.71,0.113,100,86.2857,175,175,463,0.025,0.2
FISH,1130.14,0.124,100,78.2857,175,175,463,0.025,0.2
FISH,840.84,0.097,100,84.5714,175,175,463,0.025,0.2
FISH,1433.68,0.074,100,77.1429,175,175,463,0.025,0.2
FISH,1186.52,0.139,100,78.8571,175,175,463,0.025,0.2
FISH,2516.37,0.109,100,84,175,175,463,0.025,0.2
FISH,1450.42,0.122,100,79.4286,175,175,463,0.025,0.2
FISH,1625.65,0.118,100,81.7143,175,175,463,0.025,0.2
FISH,1034.34,0.079,100,78.2857,175,175,463,0.025,0.2
FISH,1780.85,0.068,100,77.1429,175,175,463,0.025,0.2
FISH,1654.78,0.066,100,78.8571,175,175,463,0.025,0.2
FISH,1240.71,0.063,100,80,175,175,463,0.025,0.2
FISH,1159.62,0.073,100,80.5714,175,175,463,0.025,0.2
FISH,1279.84,0.082,100,79.4286,175,175,463,0.025,0.2
FISH,1285.63,0.074,100,80.5714,175,175,463,0.025,0.2
FISH,942.23,0.06,100,75.4286,175,175,463,0.025,0.2
FISH,1705.48,0.116,100,82.2857,175,175,463,0.025,0.2
FISH,2283.27,0.133,100,79.4286,175,175,463,0.025,0.2
FISH,1735.44,0.126,100,77.7143,175,175,463,0.025,0.2
FISH,1887.01,0.144,100,80.5714,175,175,463,0.025,0.2
FISH,1812.32,0.115,100,81.1429,175,175,463,0.025,0.2
FISH,1624.19,0.116,100,76,175,175,463,0.025,0.2
FISH,2149.73,0.128,100,80.5714,175,175,463,0.025,0.2
FISH,2505.95,0.133,100,81.1429,175,175,463,0.025,0.2
FISH,1793.72,0.114,100,78.8571,175,175,463,0.025,0.2
FISH,1695.56,0.121,100,84,175,175,463,0.025,0.2
FISH,1689.55,0.118,100,82.2857,175,175,463,0.025,0.2
FISH,2037.16,0.113,100,84.5714,175,175,463,0.025,0.2
FISH,1091.39,0.069,100,81.1429,175,175,463,0.025,0.2
FISH,1999.47,0.129,100,81.7143,175,175,463,0.025,0.2
FISH,1346.85,0.121,100,77.1429,175,175,463,0.025,0.2
FISH,1278.15,0.063,100,73.1429,175,175,463,0.025,0.2
FISH,2860.72,0.064,100,80.5714,175,175,463,0.025,0.2
