Dataset,TrainingTime,TestingTime,TrainingAccuacy,TestingAccuracy,TrainSize,TestSize,TSLen,MinLen,MaxLen
MiddlePhalanxOutlineAgeGroup,4.85,0.0070,87.7500,58.4416,400,154,81,54,27
MiddlePhalanxOutlineAgeGroup,5.02,0.0070,89.0000,54.5455,400,154,81,54,27
MiddlePhalanxOutlineAgeGroup,5.13,0.0070,87.2500,53.8961,400,154,81,54,27
MiddlePhalanxOutlineAgeGroup,4.89,0.0070,87.2500,59.0909,400,154,81,54,27
MiddlePhalanxTW,6.57,0.0070,77.4436,46.1039,399,154,81,54,27
MiddlePhalanxTW,6.70,0.0070,79.4486,53.2468,399,154,81,54,27
MiddlePhalanxTW,6.66,0.0070,79.4486,52.5974,399,154,81,54,27
MiddlePhalanxTW,6.94,0.0080,77.6942,54.5455,399,154,81,54,27
MiddlePhalanxTW,6.62,0.0070,79.9499,50.0000,399,154,81,54,27
MiddlePhalanxTW,6.75,0.0090,78.4461,53.8961,399,154,81,54,27
MiddlePhalanxTW,6.76,0.0090,77.4436,57.1429,399,154,81,54,27
MiddlePhalanxTW,6.63,0.0070,75.1880,52.5974,399,154,81,54,27
MiddlePhalanxTW,6.59,0.0070,77.9449,49.3506,399,154,81,54,27
MiddlePhalanxTW,6.75,0.0070,79.1980,46.7532,399,154,81,54,27
ProximalPhalanxTW,5.27,0.0080,92.2500,70.2439,400,205,81,54,27
ProximalPhalanxTW,5.23,0.0070,92.2500,71.2195,400,205,81,54,27
ProximalPhalanxTW,5.38,0.0090,90.7500,77.0732,400,205,81,54,27
ProximalPhalanxTW,5.38,0.0080,91.5000,74.1463,400,205,81,54,27
ProximalPhalanxTW,5.36,0.0080,92.5000,75.6098,400,205,81,54,27
ProximalPhalanxTW,5.31,0.0080,92.5000,72.1951,400,205,81,54,27
ProximalPhalanxTW,5.38,0.0080,92.2500,71.7073,400,205,81,54,27
ProximalPhalanxTW,5.52,0.0090,92.2500,72.1951,400,205,81,54,27
ProximalPhalanxTW,5.53,0.0080,92.7500,68.7805,400,205,81,54,27
ProximalPhalanxTW,5.47,0.0090,92.0000,69.7561,400,205,81,54,27
SwedishLeaf,54.49,0.0740,93.6000,74.4000,500,625,129,86,43
SwedishLeaf,56.06,0.0750,94.4000,71.0400,500,625,129,86,43
SwedishLeaf,53.21,0.0690,95.8000,74.2400,500,625,129,86,43
SwedishLeaf,52.86,0.0690,93.8000,74.8800,500,625,129,86,43
SwedishLeaf,52.69,0.0730,92.4000,75.0400,500,625,129,86,43
SwedishLeaf,53.65,0.0820,92.8000,70.0800,500,625,129,86,43
SwedishLeaf,50.45,0.0750,96.0000,72.8000,500,625,129,86,43
SwedishLeaf,52.97,0.0790,92.8000,72.8000,500,625,129,86,43
SwedishLeaf,50.56,0.0690,92.0000,71.2000,500,625,129,86,43
SwedishLeaf,52.29,0.0760,95.0000,72.8000,500,625,129,86,43
MiddlePhalanxOutlineCorrect,17.59,0.0230,82.0000,70.1031,600,291,81,54,27
MiddlePhalanxOutlineCorrect,9.21,0.0140,80.6667,75.9450,600,291,81,54,27
MiddlePhalanxOutlineCorrect,10.24,0.0280,82.1667,73.8832,600,291,81,54,27
MiddlePhalanxOutlineCorrect,9.62,0.0150,83.0000,72.1649,600,291,81,54,27
MiddlePhalanxOutlineCorrect,10.84,0.0120,83.1667,72.5086,600,291,81,54,27
MiddlePhalanxOutlineCorrect,10.21,0.0110,82.8333,70.1031,600,291,81,54,27
MiddlePhalanxOutlineCorrect,10.30,0.0140,82.0000,71.1340,600,291,81,54,27
MiddlePhalanxOutlineCorrect,9.67,0.0130,78.6667,63.5739,600,291,81,54,27
MiddlePhalanxOutlineCorrect,10.50,0.0130,83.1667,72.8522,600,291,81,54,27
MiddlePhalanxOutlineCorrect,10.20,0.0120,84.5000,68.7285,600,291,81,54,27
DistalPhalanxOutlineCorrect,10.61,0.0100,89.6667,70.6522,600,276,81,54,27
DistalPhalanxOutlineCorrect,8.93,0.0080,87.3333,75.7246,600,276,81,54,27
DistalPhalanxOutlineCorrect,9.41,0.0090,87.1667,76.8116,600,276,81,54,27
DistalPhalanxOutlineCorrect,11.71,0.0110,90.0000,71.3768,600,276,81,54,27
DistalPhalanxOutlineCorrect,10.20,0.0100,86.5000,75.0000,600,276,81,54,27
DistalPhalanxOutlineCorrect,10.00,0.0100,87.1667,68.8406,600,276,81,54,27
DistalPhalanxOutlineCorrect,9.70,0.0080,89.0000,74.2754,600,276,81,54,27
DistalPhalanxOutlineCorrect,9.62,0.0090,86.1667,71.7391,600,276,81,54,27
DistalPhalanxOutlineCorrect,10.09,0.0100,86.6667,73.9130,600,276,81,54,27
DistalPhalanxOutlineCorrect,10.45,0.0080,88.0000,76.0870,600,276,81,54,27
