Dataset,TrainingTime,TestingTime,TrainingAccuacy,TestingAccuracy,TrainSize,TestSize,TSLen,MinLen,MaxLen,EnsembleSize
MiddlePhalanxTW,9170.04,0.2340,100.0000,56.3910,154,399,80,20,53,10
MiddlePhalanxTW,7638.87,0.2380,100.0000,56.3910,154,399,80,20,53,10
Herring,17596.60,0.6400,100.0000,56.2500,64,64,512,128,341,10
Herring,17162.13,0.5640,100.0000,45.3125,64,64,512,128,341,10
Herring,16811.23,0.6380,100.0000,56.2500,64,64,512,128,341,10
Herring,16123.29,0.5930,100.0000,50.0000,64,64,512,128,341,10
Herring,17333.42,0.5650,100.0000,53.1250,64,64,512,128,341,10
ProximalPhalanxTW,11217.39,0.2380,100.0000,75.7500,205,400,80,20,53,10
ProximalPhalanxTW,11217.39,0.2380,100.0000,75.7500,205,400,80,20,53,10
ProximalPhalanxTW,11217.39,0.2380,100.0000,75.7500,205,400,80,20,53,10
SwedishLeaf,35726.41,1.0900,100.0000,87.3600,500,625,128,32,85,10
SwedishLeaf,35726.41,1.0900,100.0000,87.3600,500,625,128,32,85,10
SwedishLeaf,35726.41,1.0900,100.0000,87.3600,500,625,128,32,85,10
Lighting2,32141.75,1.4620,100.0000,70.4918,60,61,637,159,424,10
Lighting2,34859.20,1.5320,100.0000,73.7705,60,61,637,159,424,10
Lighting2,33614.19,1.4660,100.0000,75.4098,60,61,637,159,424,10
Lighting2,31840.85,1.4540,100.0000,78.6885,60,61,637,159,424,10
FaceAll,63108.44,2.9290,100.0000,72.0118,560,1690,131,32,87,10
FaceAll,57335.14,3.0190,100.0000,73.3136,560,1690,131,32,87,10
FaceAll,58705.54,2.9210,100.0000,71.8935,560,1690,131,32,87,10
FaceAll,48947.41,2.9300,100.0000,71.3609,560,1690,131,32,87,10
FacesUCR,41032.39,4.8250,100.0000,83.8049,200,2050,131,32,87,10
FacesUCR,40771.67,4.8190,100.0000,84.4390,200,2050,131,32,87,10
FacesUCR,35048.33,4.9270,100.0000,85.0732,200,2050,131,32,87,10
FacesUCR,41618.01,4.8480,100.0000,86.7317,200,2050,131,32,87,10
