Dataset,TrainingTime,TestingTime,TrainingAccuacy,TestingAccuracy,TrainSize,TestSize,TSLen,MinLen,MaxLen
MoteStrain,0.36,0.0180,100.0000,84.7444,20,1252,84,0.025000,0.200000
MoteStrain,0.79,0.0190,100.0000,81.7891,20,1252,84,0.025000,0.200000
MoteStrain,0.78,0.0170,100.0000,74.5208,20,1252,84,0.025000,0.200000
SonyAIBORobotSurface,0.46,0.0080,100.0000,94.0100,20,601,70,0.025000,0.400000
SonyAIBORobotSurface,0.66,0.0080,100.0000,91.6805,20,601,70,0.025000,0.400000
SonyAIBORobotSurface,0.68,0.0130,100.0000,80.1997,20,601,70,0.025000,0.400000
SonyAIBORobotSurface,0.59,0.0070,100.0000,84.3594,20,601,70,0.025000,0.400000
SonyAIBORobotSurface,0.57,0.0070,100.0000,84.1930,20,601,70,0.025000,0.400000
SonyAIBORobotSurface,0.45,0.0080,100.0000,93.8436,20,601,70,0.025000,0.400000
SonyAIBORobotSurface,0.43,0.0080,100.0000,82.3627,20,601,70,0.025000,0.400000
SonyAIBORobotSurface,0.54,0.0080,100.0000,88.8519,20,601,70,0.025000,0.400000
SonyAIBORobotSurface,0.83,0.0510,100.0000,94.5092,20,601,70,0.025000,0.400000
SonyAIBORobotSurface,0.51,0.0080,100.0000,95.1747,20,601,70,0.025000,0.400000
SonyAIBORobotSurfaceII,0.91,0.0120,100.0000,81.2172,27,953,65,0.025000,0.400000
SonyAIBORobotSurfaceII,0.62,0.0080,100.0000,86.2539,27,953,65,0.025000,0.400000
SonyAIBORobotSurfaceII,0.92,0.0120,100.0000,79.4334,27,953,65,0.025000,0.400000
SonyAIBORobotSurfaceII,0.74,0.0060,100.0000,81.7419,27,953,65,0.025000,0.400000
SonyAIBORobotSurfaceII,0.81,0.0150,100.0000,84.0504,27,953,65,0.025000,0.400000
SonyAIBORobotSurfaceII,0.74,0.0070,100.0000,89.7167,27,953,65,0.025000,0.400000
SonyAIBORobotSurfaceII,0.90,0.0220,100.0000,85.5194,27,953,65,0.025000,0.400000
SonyAIBORobotSurfaceII,0.69,0.0080,100.0000,89.9265,27,953,65,0.025000,0.400000
SonyAIBORobotSurfaceII,1.00,0.0110,100.0000,82.2665,27,953,65,0.025000,0.400000
SonyAIBORobotSurfaceII,0.69,0.0090,100.0000,83.0010,27,953,65,0.025000,0.400000
TwoLeadECG,0.52,0.0160,100.0000,86.0404,23,1139,82,0.025000,0.300000
TwoLeadECG,0.50,0.0160,100.0000,86.8306,23,1139,82,0.025000,0.300000
TwoLeadECG,0.50,0.0170,100.0000,87.7085,23,1139,82,0.025000,0.300000
TwoLeadECG,0.56,0.0150,100.0000,90.4302,23,1139,82,0.025000,0.300000
TwoLeadECG,0.56,0.0140,100.0000,84.8990,23,1139,82,0.025000,0.300000
TwoLeadECG,0.51,0.0160,100.0000,97.4539,23,1139,82,0.025000,0.300000
TwoLeadECG,0.50,0.0160,100.0000,91.1326,23,1139,82,0.025000,0.300000
TwoLeadECG,0.49,0.0160,100.0000,87.5329,23,1139,82,0.025000,0.300000
TwoLeadECG,0.50,0.0190,100.0000,95.9614,23,1139,82,0.025000,0.300000
TwoLeadECG,0.47,0.0130,100.0000,81.8262,23,1139,82,0.025000,0.300000
BeetleFly,1.14,0.0030,100.0000,90.0000,20,20,512,0.025000,0.100000
BeetleFly,1.14,0.0030,100.0000,85.0000,20,20,512,0.025000,0.100000
BeetleFly,0.91,0.0030,100.0000,90.0000,20,20,512,0.025000,0.100000
BeetleFly,0.95,0.0110,100.0000,100.0000,20,20,512,0.025000,0.100000
BeetleFly,0.89,0.0030,100.0000,80.0000,20,20,512,0.025000,0.100000
BeetleFly,0.90,0.0110,100.0000,95.0000,20,20,512,0.025000,0.100000
BeetleFly,0.96,0.0030,100.0000,55.0000,20,20,512,0.025000,0.100000
BeetleFly,0.87,0.0030,100.0000,95.0000,20,20,512,0.025000,0.100000
BeetleFly,1.17,0.0020,100.0000,75.0000,20,20,512,0.025000,0.100000
BeetleFly,0.84,0.0030,100.0000,80.0000,20,20,512,0.025000,0.100000
DiatomSizeReduction,0.59,0.0170,100.0000,83.6601,16,306,345,0.900000,1.000000
DiatomSizeReduction,0.52,0.0220,100.0000,77.7778,16,306,345,0.900000,1.000000
DiatomSizeReduction,0.63,0.0240,100.0000,75.1634,16,306,345,0.900000,1.000000
DiatomSizeReduction,0.66,0.0250,100.0000,76.4706,16,306,345,0.900000,1.000000
DiatomSizeReduction,0.61,0.0120,100.0000,93.1373,16,306,345,0.900000,1.000000
DiatomSizeReduction,0.56,0.0220,100.0000,90.1961,16,306,345,0.900000,1.000000
DiatomSizeReduction,0.60,0.0140,100.0000,78.4314,16,306,345,0.900000,1.000000
DiatomSizeReduction,0.72,0.0190,100.0000,77.1242,16,306,345,0.900000,1.000000
DiatomSizeReduction,0.64,0.0230,100.0000,84.3137,16,306,345,0.900000,1.000000
DiatomSizeReduction,0.46,0.0170,100.0000,76.7974,16,306,345,0.900000,1.000000
FaceFour,3.74,0.0550,100.0000,78.4091,24,88,350,0.300000,0.600000
FaceFour,3.81,0.0540,100.0000,90.9091,24,88,350,0.300000,0.600000
FaceFour,3.97,0.0650,100.0000,77.2727,24,88,350,0.300000,0.600000
FaceFour,3.91,0.0540,100.0000,67.0455,24,88,350,0.300000,0.600000
FaceFour,3.83,0.0510,100.0000,95.4545,24,88,350,0.300000,0.600000
FaceFour,3.88,0.0450,100.0000,90.9091,24,88,350,0.300000,0.600000
FaceFour,3.72,0.0540,100.0000,87.5000,24,88,350,0.300000,0.600000
FaceFour,3.84,0.0720,100.0000,75.0000,24,88,350,0.300000,0.600000
FaceFour,3.93,0.0500,100.0000,92.0455,24,88,350,0.300000,0.600000
FaceFour,3.56,0.0550,100.0000,88.6364,24,88,350,0.300000,0.600000
Gun_Point,1.64,0.0050,100.0000,94.0000,50,150,150,0.025000,0.300000
Gun_Point,1.64,0.0030,100.0000,95.3333,50,150,150,0.025000,0.300000
Gun_Point,1.37,0.0060,100.0000,94.0000,50,150,150,0.025000,0.300000
Gun_Point,2.49,0.0060,100.0000,87.3333,50,150,150,0.025000,0.300000
Gun_Point,2.32,0.0070,100.0000,93.3333,50,150,150,0.025000,0.300000
Gun_Point,2.54,0.0070,100.0000,96.0000,50,150,150,0.025000,0.300000
Gun_Point,1.58,0.0040,100.0000,89.3333,50,150,150,0.025000,0.300000
Gun_Point,1.31,0.0050,100.0000,94.0000,50,150,150,0.025000,0.300000
Gun_Point,1.19,0.0050,100.0000,91.3333,50,150,150,0.025000,0.300000
Gun_Point,1.58,0.0030,100.0000,95.3333,50,150,150,0.025000,0.300000
Plane,3.14,0.0170,100.0000,88.5714,105,105,144,0.200000,0.500000
Plane,3.23,0.0150,100.0000,94.2857,105,105,144,0.200000,0.500000
Plane,3.67,0.0220,100.0000,93.3333,105,105,144,0.200000,0.500000
Plane,3.49,0.0130,100.0000,91.4286,105,105,144,0.200000,0.500000
Plane,3.03,0.0150,100.0000,93.3333,105,105,144,0.200000,0.500000
Plane,3.14,0.0190,100.0000,97.1429,105,105,144,0.200000,0.500000
Plane,3.28,0.0170,100.0000,96.1905,105,105,144,0.200000,0.500000
Plane,3.23,0.0160,100.0000,91.4286,105,105,144,0.200000,0.500000
Plane,3.06,0.0170,100.0000,95.2381,105,105,144,0.200000,0.500000
Plane,2.94,0.0160,100.0000,99.0476,105,105,144,0.200000,0.500000
Symbols,0.85,0.1010,100.0000,78.0905,25,995,398,0.900000,1.000000
Symbols,0.75,0.0930,100.0000,78.0905,25,995,398,0.900000,1.000000
Symbols,0.75,0.0960,100.0000,92.0603,25,995,398,0.900000,1.000000
Symbols,0.80,0.0650,100.0000,88.2412,25,995,398,0.900000,1.000000
Symbols,0.79,0.0870,100.0000,90.7538,25,995,398,0.900000,1.000000
Symbols,0.76,0.0640,100.0000,84.2211,25,995,398,0.900000,1.000000
Symbols,0.90,0.0690,100.0000,89.8492,25,995,398,0.900000,1.000000
Symbols,0.78,0.0840,100.0000,90.9548,25,995,398,0.900000,1.000000
Symbols,0.75,0.1040,100.0000,92.6633,25,995,398,0.900000,1.000000
Symbols,0.86,0.1110,100.0000,90.0503,25,995,398,0.900000,1.000000
ToeSegmentation1,3.18,0.0250,100.0000,94.7368,40,228,277,0.025000,0.200000
ToeSegmentation1,1.62,0.0160,100.0000,90.3509,40,228,277,0.025000,0.200000
ToeSegmentation1,3.14,0.0310,100.0000,83.7719,40,228,277,0.025000,0.200000
ToeSegmentation1,3.07,0.0260,100.0000,89.0351,40,228,277,0.025000,0.200000
ToeSegmentation1,1.17,0.0180,100.0000,93.8596,40,228,277,0.025000,0.200000
ToeSegmentation1,3.04,0.0270,100.0000,92.9825,40,228,277,0.025000,0.200000
ToeSegmentation1,3.54,0.0340,100.0000,89.9123,40,228,277,0.025000,0.200000
ToeSegmentation1,2.99,0.0310,100.0000,83.7719,40,228,277,0.025000,0.200000
ToeSegmentation1,3.25,0.0340,100.0000,81.1404,40,228,277,0.025000,0.200000
ToeSegmentation1,3.36,0.0290,100.0000,90.3509,40,228,277,0.025000,0.200000
Trace,6.68,0.0250,100.0000,99.0000,100,100,275,0.025000,0.300000
Trace,6.93,0.0240,100.0000,100.0000,100,100,275,0.025000,0.300000
Trace,7.73,0.0290,100.0000,100.0000,100,100,275,0.025000,0.300000
Trace,6.77,0.0210,100.0000,100.0000,100,100,275,0.025000,0.300000
Trace,6.35,0.0260,100.0000,99.0000,100,100,275,0.025000,0.300000
Trace,6.49,0.0250,100.0000,100.0000,100,100,275,0.025000,0.300000
Trace,6.57,0.0240,100.0000,99.0000,100,100,275,0.025000,0.300000
Trace,6.37,0.0200,100.0000,100.0000,100,100,275,0.025000,0.300000
Trace,6.33,0.0250,100.0000,100.0000,100,100,275,0.025000,0.300000
Trace,6.64,0.0240,100.0000,99.0000,100,100,275,0.025000,0.300000
ArrowHead,1.39,0.0180,100.0000,68.5714,36,175,251,0.900000,1.000000
ArrowHead,1.35,0.0190,100.0000,65.7143,36,175,251,0.900000,1.000000
ArrowHead,1.31,0.0170,100.0000,66.2857,36,175,251,0.900000,1.000000
ArrowHead,1.36,0.0170,100.0000,66.2857,36,175,251,0.900000,1.000000
ArrowHead,1.22,0.0240,100.0000,68.0000,36,175,251,0.900000,1.000000
ArrowHead,1.32,0.0240,100.0000,69.1429,36,175,251,0.900000,1.000000
ArrowHead,1.32,0.0220,100.0000,67.4286,36,175,251,0.900000,1.000000
ArrowHead,1.29,0.0140,100.0000,70.8571,36,175,251,0.900000,1.000000
ArrowHead,1.32,0.0160,100.0000,66.8571,36,175,251,0.900000,1.000000
ArrowHead,1.33,0.0200,100.0000,68.5714,36,175,251,0.900000,1.000000
BirdChicken,0.99,0.0030,100.0000,70.0000,20,20,512,0.025000,0.100000
BirdChicken,1.06,0.0030,100.0000,60.0000,20,20,512,0.025000,0.100000
BirdChicken,1.13,0.0030,100.0000,80.0000,20,20,512,0.025000,0.100000
BirdChicken,0.94,0.0030,100.0000,70.0000,20,20,512,0.025000,0.100000
BirdChicken,0.93,0.0030,100.0000,70.0000,20,20,512,0.025000,0.100000
BirdChicken,0.98,0.0030,100.0000,70.0000,20,20,512,0.025000,0.100000
BirdChicken,1.13,0.0040,100.0000,80.0000,20,20,512,0.025000,0.100000
BirdChicken,1.53,0.0030,100.0000,80.0000,20,20,512,0.025000,0.100000
BirdChicken,1.00,0.0040,100.0000,80.0000,20,20,512,0.025000,0.100000
BirdChicken,1.05,0.0030,100.0000,60.0000,20,20,512,0.025000,0.100000
ECG200,2.85,0.0020,100.0000,85.0000,100,100,96,0.900000,1.000000
ECG200,3.03,0.0020,100.0000,75.0000,100,100,96,0.900000,1.000000
ECG200,3.06,0.0030,100.0000,79.0000,100,100,96,0.900000,1.000000
ECG200,2.59,0.0020,100.0000,85.0000,100,100,96,0.900000,1.000000
ECG200,2.52,0.0030,100.0000,75.0000,100,100,96,0.900000,1.000000
ECG200,3.41,0.0030,100.0000,80.0000,100,100,96,0.900000,1.000000
ECG200,3.12,0.0030,100.0000,82.0000,100,100,96,0.900000,1.000000
ECG200,3.18,0.0030,100.0000,81.0000,100,100,96,0.900000,1.000000
ECG200,2.43,0.0020,100.0000,76.0000,100,100,96,0.900000,1.000000
ECG200,2.90,0.0030,100.0000,79.0000,100,100,96,0.900000,1.000000
FacesUCR,1849.15,0.4900,100.0000,70.1951,200,2050,131,0.300000,0.600000
FacesUCR,732.16,0.4950,100.0000,66.5854,200,2050,131,0.300000,0.600000
FacesUCR,828.13,0.5300,100.0000,68.4878,200,2050,131,0.300000,0.600000
FacesUCR,51.19,0.4940,100.0000,64.5854,200,2050,131,0.300000,0.600000
FacesUCR,1833.75,0.4940,100.0000,66.7805,200,2050,131,0.300000,0.600000
FacesUCR,457.85,0.5000,100.0000,66.1463,200,2050,131,0.300000,0.600000
FacesUCR,2260.84,0.5150,100.0000,69.0732,200,2050,131,0.300000,0.600000
FacesUCR,168.53,0.5480,100.0000,64.8293,200,2050,131,0.300000,0.600000
FacesUCR,1768.86,0.4860,100.0000,71.1707,200,2050,131,0.300000,0.600000
FacesUCR,1821.58,0.4760,100.0000,63.4146,200,2050,131,0.300000,0.600000
ProximalPhalanxTW,17.32,0.0070,100.0000,68.0000,205,400,80,0.900000,1.000000
ProximalPhalanxTW,21.59,0.0080,100.0000,73.5000,205,400,80,0.900000,1.000000
ProximalPhalanxTW,57.77,0.0070,99.5122,69.5000,205,400,80,0.900000,1.000000
ProximalPhalanxTW,39.72,0.0090,100.0000,70.5000,205,400,80,0.900000,1.000000
ProximalPhalanxTW,14.30,0.0100,100.0000,69.7500,205,400,80,0.900000,1.000000
ProximalPhalanxTW,13.58,0.0120,99.5122,73.5000,205,400,80,0.900000,1.000000
ProximalPhalanxTW,16.07,0.0100,100.0000,72.7500,205,400,80,0.900000,1.000000
ProximalPhalanxTW,23.02,0.0180,100.0000,74.2500,205,400,80,0.900000,1.000000
ProximalPhalanxTW,14.64,0.0090,100.0000,70.0000,205,400,80,0.900000,1.000000
ProximalPhalanxTW,17.39,0.0130,100.0000,72.2500,205,400,80,0.900000,1.000000
Car,286.00,0.0420,100.0000,80.0000,60,60,577,0.025000,0.300000
Car,182.20,0.0460,100.0000,81.6667,60,60,577,0.025000,0.300000
Car,252.15,0.0350,100.0000,71.6667,60,60,577,0.025000,0.300000
Car,296.31,0.0440,100.0000,78.3333,60,60,577,0.025000,0.300000
Car,205.64,0.0500,100.0000,71.6667,60,60,577,0.025000,0.300000
Car,248.23,0.0370,100.0000,73.3333,60,60,577,0.025000,0.300000
Car,232.81,0.0450,100.0000,73.3333,60,60,577,0.025000,0.300000
Car,310.11,0.0420,100.0000,80.0000,60,60,577,0.025000,0.300000
Car,189.38,0.0400,100.0000,81.6667,60,60,577,0.025000,0.300000
Car,242.87,0.0300,100.0000,73.3333,60,60,577,0.025000,0.300000
DistalPhalanxOutlineCorrect,117.26,0.0180,99.6377,74.6667,276,600,80,0.900000,1.000000
DistalPhalanxOutlineCorrect,143.60,0.0260,99.6377,76.3333,276,600,80,0.900000,1.000000
DistalPhalanxOutlineCorrect,129.28,0.0180,100.0000,77.5000,276,600,80,0.900000,1.000000
DistalPhalanxOutlineCorrect,130.17,0.0200,99.6377,73.6667,276,600,80,0.900000,1.000000
DistalPhalanxOutlineCorrect,121.36,0.0240,99.6377,72.5000,276,600,80,0.900000,1.000000
DistalPhalanxOutlineCorrect,132.84,0.0220,99.6377,73.0000,276,600,80,0.900000,1.000000
DistalPhalanxOutlineCorrect,139.11,0.0260,99.6377,74.0000,276,600,80,0.900000,1.000000
DistalPhalanxOutlineCorrect,147.27,0.0180,100.0000,75.5000,276,600,80,0.900000,1.000000
DistalPhalanxOutlineCorrect,98.23,0.0180,100.0000,70.0000,276,600,80,0.900000,1.000000
DistalPhalanxOutlineCorrect,116.13,0.0170,100.0000,74.5000,276,600,80,0.900000,1.000000
Meat,2.06,0.0060,100.0000,88.3333,60,60,448,0.900000,1.000000
Meat,1.63,0.0060,100.0000,81.6667,60,60,448,0.900000,1.000000
Meat,1.42,0.0060,100.0000,81.6667,60,60,448,0.900000,1.000000
Meat,2.07,0.0060,100.0000,91.6667,60,60,448,0.900000,1.000000
Meat,2.00,0.0070,100.0000,86.6667,60,60,448,0.900000,1.000000
Meat,1.60,0.0060,100.0000,81.6667,60,60,448,0.900000,1.000000
Meat,2.11,0.0070,100.0000,90.0000,60,60,448,0.900000,1.000000
Meat,2.19,0.0060,100.0000,91.6667,60,60,448,0.900000,1.000000
Meat,1.53,0.0070,100.0000,81.6667,60,60,448,0.900000,1.000000
Meat,2.11,0.0070,100.0000,83.3333,60,60,448,0.900000,1.000000
OliveOil,18.61,0.0360,100.0000,90.0000,30,30,570,0.025000,0.400000
OliveOil,17.59,0.0340,100.0000,83.3333,30,30,570,0.025000,0.400000
OliveOil,17.44,0.0240,100.0000,86.6667,30,30,570,0.025000,0.400000
OliveOil,17.57,0.0360,100.0000,86.6667,30,30,570,0.025000,0.400000
OliveOil,17.34,0.0330,100.0000,80.0000,30,30,570,0.025000,0.400000
OliveOil,17.98,0.0340,100.0000,90.0000,30,30,570,0.025000,0.400000
OliveOil,18.69,0.0350,100.0000,90.0000,30,30,570,0.025000,0.400000
OliveOil,17.22,0.0240,100.0000,86.6667,30,30,570,0.025000,0.400000
OliveOil,18.71,0.0280,100.0000,86.6667,30,30,570,0.025000,0.400000
OliveOil,17.42,0.0280,100.0000,83.3333,30,30,570,0.025000,0.400000
ShapeletSim,3.02,0.0820,100.0000,95.0000,20,180,500,0.025000,0.200000
ShapeletSim,3.12,0.0820,100.0000,83.8889,20,180,500,0.025000,0.200000
ShapeletSim,3.21,0.0780,100.0000,92.2222,20,180,500,0.025000,0.200000
ShapeletSim,3.47,0.0790,100.0000,90.0000,20,180,500,0.025000,0.200000
ShapeletSim,2.94,0.0800,100.0000,91.1111,20,180,500,0.025000,0.200000
ShapeletSim,3.37,0.0800,100.0000,88.8889,20,180,500,0.025000,0.200000
ShapeletSim,3.02,0.0800,100.0000,95.0000,20,180,500,0.025000,0.200000
ShapeletSim,3.16,0.0820,100.0000,91.6667,20,180,500,0.025000,0.200000
ShapeletSim,3.28,0.0810,100.0000,95.5556,20,180,500,0.025000,0.200000
ShapeletSim,3.07,0.0830,100.0000,93.8889,20,180,500,0.025000,0.200000
Herring,122.00,0.0140,100.0000,56.2500,64,64,512,0.025000,0.100000
Herring,139.57,0.0120,100.0000,51.5625,64,64,512,0.025000,0.100000
Herring,126.82,0.0100,100.0000,57.8125,64,64,512,0.025000,0.100000
Herring,158.32,0.0120,100.0000,54.6875,64,64,512,0.025000,0.100000
Herring,137.39,0.0120,100.0000,57.8125,64,64,512,0.025000,0.100000
Herring,109.55,0.0100,100.0000,62.5000,64,64,512,0.025000,0.100000
Herring,120.55,0.0100,100.0000,46.8750,64,64,512,0.025000,0.100000
Herring,118.75,0.0110,100.0000,70.3125,64,64,512,0.025000,0.100000
Herring,121.80,0.0090,100.0000,54.6875,64,64,512,0.025000,0.100000
Herring,165.79,0.0180,100.0000,65.6250,64,64,512,0.025000,0.100000
SwedishLeaf,178.20,0.0490,100.0000,72.8000,500,625,128,0.800000,1.000000
SwedishLeaf,233.18,0.0590,100.0000,69.6000,500,625,128,0.800000,1.000000
SwedishLeaf,263.09,0.0430,100.0000,72.1600,500,625,128,0.800000,1.000000
SwedishLeaf,224.24,0.0450,100.0000,72.3200,500,625,128,0.800000,1.000000
SwedishLeaf,412.09,0.0460,100.0000,73.6000,500,625,128,0.800000,1.000000
SwedishLeaf,172.90,0.0490,100.0000,70.4000,500,625,128,0.800000,1.000000
SwedishLeaf,238.11,0.0460,100.0000,72.1600,500,625,128,0.800000,1.000000
SwedishLeaf,388.23,0.0440,100.0000,69.1200,500,625,128,0.800000,1.000000
SwedishLeaf,236.04,0.0470,100.0000,74.5600,500,625,128,0.800000,1.000000
SwedishLeaf,153.90,0.0530,100.0000,70.2400,500,625,128,0.800000,1.000000
synthetic_control,28.02,0.0060,99.6667,90.0000,300,300,60,0.700000,1.000000
synthetic_control,15.30,0.0040,99.3333,92.6667,300,300,60,0.700000,1.000000
synthetic_control,15.64,0.0050,100.0000,89.0000,300,300,60,0.700000,1.000000
synthetic_control,17.07,0.0060,100.0000,92.6667,300,300,60,0.700000,1.000000
synthetic_control,12.69,0.0050,99.6667,89.0000,300,300,60,0.700000,1.000000
synthetic_control,20.90,0.0140,99.6667,91.0000,300,300,60,0.700000,1.000000
synthetic_control,11.80,0.0040,99.6667,89.6667,300,300,60,0.700000,1.000000
synthetic_control,11.52,0.0040,99.0000,86.6667,300,300,60,0.700000,1.000000
synthetic_control,15.23,0.0050,99.3333,87.3333,300,300,60,0.700000,1.000000
synthetic_control,18.90,0.0060,100.0000,92.6667,300,300,60,0.700000,1.000000
Adiac,16.38,0.0250,100.0000,50.6394,390,391,176,0.900000,1.000000
Adiac,19.92,0.0280,100.0000,49.6164,390,391,176,0.900000,1.000000
Adiac,13.53,0.0320,100.0000,48.8491,390,391,176,0.900000,1.000000
Adiac,13.20,0.0330,100.0000,43.7340,390,391,176,0.900000,1.000000
Adiac,13.56,0.0300,100.0000,42.7110,390,391,176,0.900000,1.000000
Adiac,19.14,0.0250,100.0000,45.0128,390,391,176,0.900000,1.000000
Adiac,14.64,0.0250,100.0000,42.4552,390,391,176,0.900000,1.000000
Adiac,18.05,0.0270,100.0000,46.0358,390,391,176,0.900000,1.000000
Adiac,13.30,0.0250,100.0000,43.9898,390,391,176,0.900000,1.000000
Adiac,13.22,0.0310,100.0000,51.1509,390,391,176,0.900000,1.000000
Beef,21.57,0.0120,100.0000,53.3333,30,30,470,0.025000,0.200000
Beef,24.54,0.0110,100.0000,56.6667,30,30,470,0.025000,0.200000
Beef,14.19,0.0120,100.0000,73.3333,30,30,470,0.025000,0.200000
Beef,14.84,0.0120,100.0000,80.0000,30,30,470,0.025000,0.200000
Beef,24.11,0.0120,100.0000,63.3333,30,30,470,0.025000,0.200000
Beef,16.57,0.0130,100.0000,70.0000,30,30,470,0.025000,0.200000
Beef,19.97,0.0120,100.0000,46.6667,30,30,470,0.025000,0.200000
Beef,15.36,0.0130,100.0000,66.6667,30,30,470,0.025000,0.200000
Beef,24.31,0.0100,100.0000,43.3333,30,30,470,0.025000,0.200000
Beef,15.98,0.0110,100.0000,53.3333,30,30,470,0.025000,0.200000
DistalPhalanxOutlineAgeGroup,93.30,0.0210,100.0000,79.2500,139,400,80,0.700000,1.000000
DistalPhalanxOutlineAgeGroup,92.25,0.0200,100.0000,80.0000,139,400,80,0.700000,1.000000
DistalPhalanxOutlineAgeGroup,96.47,0.0170,100.0000,81.2500,139,400,80,0.700000,1.000000
DistalPhalanxOutlineAgeGroup,92.46,0.0170,100.0000,80.2500,139,400,80,0.700000,1.000000
DistalPhalanxOutlineAgeGroup,93.69,0.0140,100.0000,75.7500,139,400,80,0.700000,1.000000
DistalPhalanxOutlineAgeGroup,99.09,0.0190,100.0000,78.5000,139,400,80,0.700000,1.000000
DistalPhalanxOutlineAgeGroup,106.98,0.0150,100.0000,80.2500,139,400,80,0.700000,1.000000
DistalPhalanxOutlineAgeGroup,97.48,0.0220,100.0000,79.5000,139,400,80,0.700000,1.000000
DistalPhalanxOutlineAgeGroup,89.53,0.0260,100.0000,78.5000,139,400,80,0.700000,1.000000
DistalPhalanxOutlineAgeGroup,86.48,0.0160,100.0000,79.2500,139,400,80,0.700000,1.000000
MALLAT,144.06,0.5840,100.0000,85.0746,55,2345,1024,0.800000,1.000000
MALLAT,72.32,0.5510,100.0000,87.3774,55,2345,1024,0.800000,1.000000
