Dataset,TrainingTime,TestingTime,TrainingAccuacy,TestingAccuracy,TrainSize,TestSize,TSLen,MinLen,MaxLen,EnsembleSize
Lighting2,679.77,0.4340,100.0000,78.6885,60,61,637,0.900000,1.000000,10
Lighting2,701.96,0.4810,100.0000,77.0492,60,61,637,0.900000,1.000000,10
Lighting2,657.72,0.3850,100.0000,78.6885,60,61,637,0.900000,1.000000,10
DistalPhalanxTW,5365.71,0.2320,100.0000,69.2500,139,400,80,0.600000,1.000000,10
Lighting2,682.80,0.4310,100.0000,77.0492,60,61,637,0.900000,1.000000,10
Lighting2,696.43,0.4430,100.0000,75.4098,60,61,637,0.900000,1.000000,10
Lighting2,680.71,0.4570,100.0000,75.4098,60,61,637,0.900000,1.000000,10
DistalPhalanxTW,5095.69,0.2350,100.0000,72.7500,139,400,80,0.600000,1.000000,10
FaceAll,49218.93,2.9640,100.0000,73.0178,560,1690,131,0.200000,0.500000,10
FaceAll,57458.71,3.0660,100.0000,73.5503,560,1690,131,0.200000,0.500000,10
FaceAll,65415.35,3.0920,100.0000,72.8994,560,1690,131,0.200000,0.500000,10
ToeSegmentation2,41.86,0.2410,100.0000,93.0769,36,130,343,0.025000,0.400000,10
ToeSegmentation2,29.57,0.2550,100.0000,85.3846,36,130,343,0.025000,0.400000,10
ToeSegmentation2,32.91,0.2630,100.0000,87.6923,36,130,343,0.025000,0.400000,10
ToeSegmentation2,32.12,0.2650,100.0000,84.6154,36,130,343,0.025000,0.400000,10
ToeSegmentation2,34.20,0.2460,100.0000,92.3077,36,130,343,0.025000,0.400000,10
ToeSegmentation2,30.81,0.2520,100.0000,85.3846,36,130,343,0.025000,0.400000,10
ToeSegmentation2,32.88,0.2390,100.0000,92.3077,36,130,343,0.025000,0.400000,10
ToeSegmentation2,38.86,0.2400,100.0000,93.8462,36,130,343,0.025000,0.400000,10
ToeSegmentation2,25.62,0.2620,100.0000,80.7692,36,130,343,0.025000,0.400000,10
ToeSegmentation2,29.51,0.2430,100.0000,86.1538,36,130,343,0.025000,0.400000,10
Wine,906.73,0.0340,100.0000,59.2593,57,54,234,0.025000,0.400000,10
Wine,916.69,0.0410,100.0000,61.1111,57,54,234,0.025000,0.400000,10
Wine,901.39,0.0360,100.0000,64.8148,57,54,234,0.025000,0.400000,10
Wine,912.02,0.0380,100.0000,57.4074,57,54,234,0.025000,0.400000,10
Wine,912.40,0.0420,100.0000,72.2222,57,54,234,0.025000,0.400000,10
Wine,942.37,0.0260,100.0000,59.2593,57,54,234,0.025000,0.400000,10
Wine,876.10,0.0460,100.0000,72.2222,57,54,234,0.025000,0.400000,10
Wine,952.71,0.0310,100.0000,62.9630,57,54,234,0.025000,0.400000,10
Wine,930.74,0.0440,100.0000,62.9630,57,54,234,0.025000,0.400000,10
Wine,905.49,0.0360,100.0000,64.8148,57,54,234,0.025000,0.400000,10
MiddlePhalanxOutlineAgeGroup,2331.96,0.1690,100.0000,75.5000,154,400,80,0.700000,1.000000,10
MiddlePhalanxOutlineAgeGroup,2250.78,0.1670,100.0000,73.5000,154,400,80,0.700000,1.000000,10
MiddlePhalanxOutlineAgeGroup,2388.30,0.1750,100.0000,76.5000,154,400,80,0.700000,1.000000,10
MiddlePhalanxOutlineAgeGroup,2579.68,0.1740,100.0000,75.7500,154,400,80,0.700000,1.000000,10
MiddlePhalanxOutlineAgeGroup,2409.67,0.2520,100.0000,74.5000,154,400,80,0.700000,1.000000,10
MiddlePhalanxOutlineAgeGroup,2336.02,0.2830,100.0000,74.7500,154,400,80,0.700000,1.000000,10
MiddlePhalanxOutlineAgeGroup,2563.72,0.2780,100.0000,75.7500,154,400,80,0.700000,1.000000,10
MiddlePhalanxOutlineAgeGroup,2627.25,0.1870,100.0000,74.0000,154,400,80,0.700000,1.000000,10
MiddlePhalanxOutlineAgeGroup,2518.87,0.1750,100.0000,74.7500,154,400,80,0.700000,1.000000,10
MiddlePhalanxOutlineAgeGroup,2215.13,0.2570,100.0000,75.5000,154,400,80,0.700000,1.000000,10
FISH,34210.38,1.0870,100.0000,91.4286,175,175,463,0.025000,0.200000,10
FISH,34177.30,1.1270,100.0000,93.1429,175,175,463,0.025000,0.200000,10
FISH,29413.46,1.0670,100.0000,90.8571,175,175,463,0.025000,0.200000,10
50words,839088.94,3.7330,99.7778,68.1319,450,455,270,0.700000,1.000000,10
50words,46616.08,1.6240,100.0000,65.7143,450,455,270,0.700000,1.000000,10
50words,44820.50,1.5800,100.0000,66.8132,450,455,270,0.700000,1.000000,10
50words,50733.49,1.8030,100.0000,64.8352,450,455,270,0.700000,1.000000,10
